time,depth,latitude,longitude,ph,dissic,day,distance_km
2024-04-20,0.49402538,36.25,2.5,,,2024-04-20,74.81033821417587
2024-04-20,0.49402538,36.25,2.75,,,2024-04-20,62.11983730345671
2024-04-20,0.49402538,36.25,3.0,,,2024-04-20,55.85557448584465
2024-04-20,0.49402538,36.25,3.25,,,2024-04-20,58.13350219663351
2024-04-20,0.49402538,36.25,3.5,,,2024-04-20,68.10175849678386
2024-04-20,0.49402538,36.25,3.75,,,2024-04-20,83.035373349154
2024-04-20,0.49402538,36.5,2.5,,,2024-04-20,57.18584711457668
2024-04-20,0.49402538,36.5,2.75,,,2024-04-20,39.218630748632165
2024-04-20,0.49402538,36.5,3.0,,,2024-04-20,28.309899066231292
2024-04-20,0.49402538,36.5,3.25,,,2024-04-20,32.56184297337359
2024-04-20,0.49402538,36.5,3.5,,,2024-04-20,48.109971773295804
2024-04-20,0.49402538,36.5,3.75,,,2024-04-20,67.55982081549554
2024-04-20,0.49402538,36.75,2.5,8.091339,2.2004843,2024-04-20,49.893335851721524
2024-04-20,0.49402538,36.75,2.75,,,2024-04-20,27.619548433415456
2024-04-20,0.49402538,36.75,3.0,,,2024-04-20,5.345713953294998
2024-04-20,0.49402538,36.75,3.25,,,2024-04-20,16.92811061876691
2024-04-20,0.49402538,36.75,3.5,,,2024-04-20,39.201925363355656
2024-04-20,0.49402538,36.75,3.75,,,2024-04-20,61.475673310100895
2024-04-20,0.49402538,37.0,2.5,8.089389,2.2068474,2024-04-20,57.043668759204486
2024-04-20,0.49402538,37.0,2.75,8.089141,2.21309,2024-04-20,39.154960218269906
2024-04-20,0.49402538,37.0,3.0,8.089242,2.2197485,2024-04-20,28.306273869736685
2024-04-20,0.49402538,37.0,3.25,8.089941,2.222944,2024-04-20,32.53286358811945
2024-04-20,0.49402538,37.0,3.5,8.090345,2.2253287,2024-04-20,48.00558097221438
2024-04-20,0.49402538,37.0,3.75,8.091047,2.2277787,2024-04-20,67.3771665595173
2024-04-20,0.49402538,37.25,2.5,8.089564,2.2140508,2024-04-20,74.59321055978846
2024-04-20,0.49402538,37.25,2.75,8.09047,2.2146788,2024-04-20,62.03979573410962
2024-04-20,0.49402538,37.25,3.0,8.091411,2.2133217,2024-04-20,55.85227782011057
2024-04-20,0.49402538,37.25,3.25,8.09157,2.2115526,2024-04-20,58.10140704804029
2024-04-20,0.49402538,37.25,3.5,8.090939,2.2132175,2024-04-20,67.95457758570011
2024-04-20,0.49402538,37.25,3.75,8.089975,2.219256,2024-04-20,82.73827358954384
2024-04-20,1.5413754,36.25,2.5,,,2024-04-20,74.81033821417587
2024-04-20,1.5413754,36.25,2.75,,,2024-04-20,62.11983730345671
2024-04-20,1.5413754,36.25,3.0,,,2024-04-20,55.85557448584465
2024-04-20,1.5413754,36.25,3.25,,,2024-04-20,58.13350219663351
2024-04-20,1.5413754,36.25,3.5,,,2024-04-20,68.10175849678386
2024-04-20,1.5413754,36.25,3.75,,,2024-04-20,83.035373349154
2024-04-20,1.5413754,36.5,2.5,,,2024-04-20,57.18584711457668
2024-04-20,1.5413754,36.5,2.75,,,2024-04-20,39.218630748632165
2024-04-20,1.5413754,36.5,3.0,,,2024-04-20,28.309899066231292
2024-04-20,1.5413754,36.5,3.25,,,2024-04-20,32.56184297337359
2024-04-20,1.5413754,36.5,3.5,,,2024-04-20,48.109971773295804
2024-04-20,1.5413754,36.5,3.75,,,2024-04-20,67.55982081549554
2024-04-20,1.5413754,36.75,2.5,8.091271,2.2004771,2024-04-20,49.893335851721524
2024-04-20,1.5413754,36.75,2.75,,,2024-04-20,27.619548433415456
2024-04-20,1.5413754,36.75,3.0,,,2024-04-20,5.345713953294998
2024-04-20,1.5413754,36.75,3.25,,,2024-04-20,16.92811061876691
2024-04-20,1.5413754,36.75,3.5,,,2024-04-20,39.201925363355656
2024-04-20,1.5413754,36.75,3.75,,,2024-04-20,61.475673310100895
2024-04-20,1.5413754,37.0,2.5,8.089342,2.206841,2024-04-20,57.043668759204486
2024-04-20,1.5413754,37.0,2.75,8.089093,2.2130835,2024-04-20,39.154960218269906
2024-04-20,1.5413754,37.0,3.0,8.089193,2.2197425,2024-04-20,28.306273869736685
2024-04-20,1.5413754,37.0,3.25,8.089891,2.2229369,2024-04-20,32.53286358811945
2024-04-20,1.5413754,37.0,3.5,8.090294,2.22532,2024-04-20,48.00558097221438
2024-04-20,1.5413754,37.0,3.75,8.090995,2.2277677,2024-04-20,67.3771665595173
2024-04-20,1.5413754,37.25,2.5,8.089517,2.2140443,2024-04-20,74.59321055978846
2024-04-20,1.5413754,37.25,2.75,8.090422,2.2146723,2024-04-20,62.03979573410962
2024-04-20,1.5413754,37.25,3.0,8.091362,2.213315,2024-04-20,55.85227782011057
2024-04-20,1.5413754,37.25,3.25,8.091522,2.211546,2024-04-20,58.10140704804029
2024-04-20,1.5413754,37.25,3.5,8.090889,2.2132106,2024-04-20,67.95457758570011
2024-04-20,1.5413754,37.25,3.75,8.089926,2.2192483,2024-04-20,82.73827358954384
2024-04-20,2.6456685,36.25,2.5,,,2024-04-20,74.81033821417587
2024-04-20,2.6456685,36.25,2.75,,,2024-04-20,62.11983730345671
2024-04-20,2.6456685,36.25,3.0,,,2024-04-20,55.85557448584465
2024-04-20,2.6456685,36.25,3.25,,,2024-04-20,58.13350219663351
2024-04-20,2.6456685,36.25,3.5,,,2024-04-20,68.10175849678386
2024-04-20,2.6456685,36.25,3.75,,,2024-04-20,83.035373349154
2024-04-20,2.6456685,36.5,2.5,,,2024-04-20,57.18584711457668
2024-04-20,2.6456685,36.5,2.75,,,2024-04-20,39.218630748632165
2024-04-20,2.6456685,36.5,3.0,,,2024-04-20,28.309899066231292
2024-04-20,2.6456685,36.5,3.25,,,2024-04-20,32.56184297337359
2024-04-20,2.6456685,36.5,3.5,,,2024-04-20,48.109971773295804
2024-04-20,2.6456685,36.5,3.75,,,2024-04-20,67.55982081549554
2024-04-20,2.6456685,36.75,2.5,8.091223,2.2004707,2024-04-20,49.893335851721524
2024-04-20,2.6456685,36.75,2.75,,,2024-04-20,27.619548433415456
2024-04-20,2.6456685,36.75,3.0,,,2024-04-20,5.345713953294998
2024-04-20,2.6456685,36.75,3.25,,,2024-04-20,16.92811061876691
2024-04-20,2.6456685,36.75,3.5,,,2024-04-20,39.201925363355656
2024-04-20,2.6456685,36.75,3.75,,,2024-04-20,61.475673310100895
2024-04-20,2.6456685,37.0,2.5,8.089298,2.2068346,2024-04-20,57.043668759204486
2024-04-20,2.6456685,37.0,2.75,8.089047,2.213077,2024-04-20,39.154960218269906
2024-04-20,2.6456685,37.0,3.0,8.089148,2.2197363,2024-04-20,28.306273869736685
2024-04-20,2.6456685,37.0,3.25,8.089845,2.2229295,2024-04-20,32.53286358811945
2024-04-20,2.6456685,37.0,3.5,8.090245,2.2253115,2024-04-20,48.00558097221438
2024-04-20,2.6456685,37.0,3.75,8.090946,2.227757,2024-04-20,67.3771665595173
2024-04-20,2.6456685,37.25,2.5,8.08947,2.2140381,2024-04-20,74.59321055978846
2024-04-20,2.6456685,37.25,2.75,8.090377,2.214666,2024-04-20,62.03979573410962
2024-04-20,2.6456685,37.25,3.0,8.091317,2.2133083,2024-04-20,55.85227782011057
2024-04-20,2.6456685,37.25,3.25,8.091477,2.2115393,2024-04-20,58.10140704804029
2024-04-20,2.6456685,37.25,3.5,8.090844,2.213203,2024-04-20,67.95457758570011
2024-04-20,2.6456685,37.25,3.75,8.089881,2.2192397,2024-04-20,82.73827358954384
2024-04-20,3.8194947,36.25,2.5,,,2024-04-20,74.81033821417587
2024-04-20,3.8194947,36.25,2.75,,,2024-04-20,62.11983730345671
2024-04-20,3.8194947,36.25,3.0,,,2024-04-20,55.85557448584465
2024-04-20,3.8194947,36.25,3.25,,,2024-04-20,58.13350219663351
2024-04-20,3.8194947,36.25,3.5,,,2024-04-20,68.10175849678386
2024-04-20,3.8194947,36.25,3.75,,,2024-04-20,83.035373349154
2024-04-20,3.8194947,36.5,2.5,,,2024-04-20,57.18584711457668
2024-04-20,3.8194947,36.5,2.75,,,2024-04-20,39.218630748632165
2024-04-20,3.8194947,36.5,3.0,,,2024-04-20,28.309899066231292
2024-04-20,3.8194947,36.5,3.25,,,2024-04-20,32.56184297337359
2024-04-20,3.8194947,36.5,3.5,,,2024-04-20,48.109971773295804
2024-04-20,3.8194947,36.5,3.75,,,2024-04-20,67.55982081549554
2024-04-20,3.8194947,36.75,2.5,8.091182,2.2004652,2024-04-20,49.893335851721524
2024-04-20,3.8194947,36.75,2.75,,,2024-04-20,27.619548433415456
2024-04-20,3.8194947,36.75,3.0,,,2024-04-20,5.345713953294998
2024-04-20,3.8194947,36.75,3.25,,,2024-04-20,16.92811061876691
2024-04-20,3.8194947,36.75,3.5,,,2024-04-20,39.201925363355656
2024-04-20,3.8194947,36.75,3.75,,,2024-04-20,61.475673310100895
2024-04-20,3.8194947,37.0,2.5,8.089253,2.2068284,2024-04-20,57.043668759204486
2024-04-20,3.8194947,37.0,2.75,8.089003,2.2130702,2024-04-20,39.154960218269906
2024-04-20,3.8194947,37.0,3.0,8.089102,2.2197301,2024-04-20,28.306273869736685
2024-04-20,3.8194947,37.0,3.25,8.089799,2.222922,2024-04-20,32.53286358811945
2024-04-20,3.8194947,37.0,3.5,8.090199,2.225303,2024-04-20,48.00558097221438
2024-04-20,3.8194947,37.0,3.75,8.090899,2.2277462,2024-04-20,67.3771665595173
2024-04-20,3.8194947,37.25,2.5,8.089425,2.214032,2024-04-20,74.59321055978846
2024-04-20,3.8194947,37.25,2.75,8.090332,2.2146595,2024-04-20,62.03979573410962
2024-04-20,3.8194947,37.25,3.0,8.091274,2.213302,2024-04-20,55.85227782011057
2024-04-20,3.8194947,37.25,3.25,8.0914345,2.2115326,2024-04-20,58.10140704804029
2024-04-20,3.8194947,37.25,3.5,8.090802,2.213195,2024-04-20,67.95457758570011
2024-04-20,3.8194947,37.25,3.75,8.08984,2.21923,2024-04-20,82.73827358954384
2024-04-21,0.49402538,36.25,2.5,,,2024-04-21,74.81033821417587
2024-04-21,0.49402538,36.25,2.75,,,2024-04-21,62.11983730345671
2024-04-21,0.49402538,36.25,3.0,,,2024-04-21,55.85557448584465
2024-04-21,0.49402538,36.25,3.25,,,2024-04-21,58.13350219663351
2024-04-21,0.49402538,36.25,3.5,,,2024-04-21,68.10175849678386
2024-04-21,0.49402538,36.25,3.75,,,2024-04-21,83.035373349154
2024-04-21,0.49402538,36.5,2.5,,,2024-04-21,57.18584711457668
2024-04-21,0.49402538,36.5,2.75,,,2024-04-21,39.218630748632165
2024-04-21,0.49402538,36.5,3.0,,,2024-04-21,28.309899066231292
2024-04-21,0.49402538,36.5,3.25,,,2024-04-21,32.56184297337359
2024-04-21,0.49402538,36.5,3.5,,,2024-04-21,48.109971773295804
2024-04-21,0.49402538,36.5,3.75,,,2024-04-21,67.55982081549554
2024-04-21,0.49402538,36.75,2.5,8.093821,2.2014163,2024-04-21,49.893335851721524
2024-04-21,0.49402538,36.75,2.75,,,2024-04-21,27.619548433415456
2024-04-21,0.49402538,36.75,3.0,,,2024-04-21,5.345713953294998
2024-04-21,0.49402538,36.75,3.25,,,2024-04-21,16.92811061876691
2024-04-21,0.49402538,36.75,3.5,,,2024-04-21,39.201925363355656
2024-04-21,0.49402538,36.75,3.75,,,2024-04-21,61.475673310100895
2024-04-21,0.49402538,37.0,2.5,8.090863,2.207918,2024-04-21,57.043668759204486
2024-04-21,0.49402538,37.0,2.75,8.090789,2.2151752,2024-04-21,39.154960218269906
2024-04-21,0.49402538,37.0,3.0,8.090765,2.221497,2024-04-21,28.306273869736685
2024-04-21,0.49402538,37.0,3.25,8.091396,2.224178,2024-04-21,32.53286358811945
2024-04-21,0.49402538,37.0,3.5,8.091929,2.2265315,2024-04-21,48.00558097221438
2024-04-21,0.49402538,37.0,3.75,8.092725,2.2288904,2024-04-21,67.3771665595173
2024-04-21,0.49402538,37.25,2.5,8.090634,2.214757,2024-04-21,74.59321055978846
2024-04-21,0.49402538,37.25,2.75,8.09127,2.215678,2024-04-21,62.03979573410962
2024-04-21,0.49402538,37.25,3.0,8.091488,2.21354,2024-04-21,55.85227782011057
2024-04-21,0.49402538,37.25,3.25,8.091493,2.2112226,2024-04-21,58.10140704804029
2024-04-21,0.49402538,37.25,3.5,8.091195,2.2134728,2024-04-21,67.95457758570011
2024-04-21,0.49402538,37.25,3.75,8.090444,2.2208877,2024-04-21,82.73827358954384
2024-04-21,1.5413754,36.25,2.5,,,2024-04-21,74.81033821417587
2024-04-21,1.5413754,36.25,2.75,,,2024-04-21,62.11983730345671
2024-04-21,1.5413754,36.25,3.0,,,2024-04-21,55.85557448584465
2024-04-21,1.5413754,36.25,3.25,,,2024-04-21,58.13350219663351
2024-04-21,1.5413754,36.25,3.5,,,2024-04-21,68.10175849678386
2024-04-21,1.5413754,36.25,3.75,,,2024-04-21,83.035373349154
2024-04-21,1.5413754,36.5,2.5,,,2024-04-21,57.18584711457668
2024-04-21,1.5413754,36.5,2.75,,,2024-04-21,39.218630748632165
2024-04-21,1.5413754,36.5,3.0,,,2024-04-21,28.309899066231292
2024-04-21,1.5413754,36.5,3.25,,,2024-04-21,32.56184297337359
2024-04-21,1.5413754,36.5,3.5,,,2024-04-21,48.109971773295804
2024-04-21,1.5413754,36.5,3.75,,,2024-04-21,67.55982081549554
2024-04-21,1.5413754,36.75,2.5,8.093749,2.2014084,2024-04-21,49.893335851721524
2024-04-21,1.5413754,36.75,2.75,,,2024-04-21,27.619548433415456
2024-04-21,1.5413754,36.75,3.0,,,2024-04-21,5.345713953294998
2024-04-21,1.5413754,36.75,3.25,,,2024-04-21,16.92811061876691
2024-04-21,1.5413754,36.75,3.5,,,2024-04-21,39.201925363355656
2024-04-21,1.5413754,36.75,3.75,,,2024-04-21,61.475673310100895
2024-04-21,1.5413754,37.0,2.5,8.090815,2.2079096,2024-04-21,57.043668759204486
2024-04-21,1.5413754,37.0,2.75,8.090738,2.2151663,2024-04-21,39.154960218269906
2024-04-21,1.5413754,37.0,3.0,8.090714,2.2214887,2024-04-21,28.306273869736685
2024-04-21,1.5413754,37.0,3.25,8.091347,2.224167,2024-04-21,32.53286358811945
2024-04-21,1.5413754,37.0,3.5,8.09188,2.2265189,2024-04-21,48.00558097221438
2024-04-21,1.5413754,37.0,3.75,8.092677,2.2288728,2024-04-21,67.3771665595173
2024-04-21,1.5413754,37.25,2.5,8.090581,2.214749,2024-04-21,74.59321055978846
2024-04-21,1.5413754,37.25,2.75,8.091217,2.2156694,2024-04-21,62.03979573410962
2024-04-21,1.5413754,37.25,3.0,8.0914345,2.213531,2024-04-21,55.85227782011057
2024-04-21,1.5413754,37.25,3.25,8.09144,2.211213,2024-04-21,58.10140704804029
2024-04-21,1.5413754,37.25,3.5,8.091143,2.2134628,2024-04-21,67.95457758570011
2024-04-21,1.5413754,37.25,3.75,8.09039,2.2208765,2024-04-21,82.73827358954384
2024-04-21,2.6456685,36.25,2.5,,,2024-04-21,74.81033821417587
2024-04-21,2.6456685,36.25,2.75,,,2024-04-21,62.11983730345671
2024-04-21,2.6456685,36.25,3.0,,,2024-04-21,55.85557448584465
2024-04-21,2.6456685,36.25,3.25,,,2024-04-21,58.13350219663351
2024-04-21,2.6456685,36.25,3.5,,,2024-04-21,68.10175849678386
2024-04-21,2.6456685,36.25,3.75,,,2024-04-21,83.035373349154
2024-04-21,2.6456685,36.5,2.5,,,2024-04-21,57.18584711457668
2024-04-21,2.6456685,36.5,2.75,,,2024-04-21,39.218630748632165
2024-04-21,2.6456685,36.5,3.0,,,2024-04-21,28.309899066231292
2024-04-21,2.6456685,36.5,3.25,,,2024-04-21,32.56184297337359
2024-04-21,2.6456685,36.5,3.5,,,2024-04-21,48.109971773295804
2024-04-21,2.6456685,36.5,3.75,,,2024-04-21,67.55982081549554
2024-04-21,2.6456685,36.75,2.5,8.0937,2.2014015,2024-04-21,49.893335851721524
2024-04-21,2.6456685,36.75,2.75,,,2024-04-21,27.619548433415456
2024-04-21,2.6456685,36.75,3.0,,,2024-04-21,5.345713953294998
2024-04-21,2.6456685,36.75,3.25,,,2024-04-21,16.92811061876691
2024-04-21,2.6456685,36.75,3.5,,,2024-04-21,39.201925363355656
2024-04-21,2.6456685,36.75,3.75,,,2024-04-21,61.475673310100895
2024-04-21,2.6456685,37.0,2.5,8.090767,2.2079008,2024-04-21,57.043668759204486
2024-04-21,2.6456685,37.0,2.75,8.0906925,2.2151573,2024-04-21,39.154960218269906
2024-04-21,2.6456685,37.0,3.0,8.09067,2.2214801,2024-04-21,28.306273869736685
2024-04-21,2.6456685,37.0,3.25,8.091303,2.224156,2024-04-21,32.53286358811945
2024-04-21,2.6456685,37.0,3.5,8.091836,2.226506,2024-04-21,48.00558097221438
2024-04-21,2.6456685,37.0,3.75,8.092634,2.2288547,2024-04-21,67.3771665595173
2024-04-21,2.6456685,37.25,2.5,8.090531,2.214741,2024-04-21,74.59321055978846
2024-04-21,2.6456685,37.25,2.75,8.091168,2.2156613,2024-04-21,62.03979573410962
2024-04-21,2.6456685,37.25,3.0,8.091388,2.2135227,2024-04-21,55.85227782011057
2024-04-21,2.6456685,37.25,3.25,8.091394,2.211204,2024-04-21,58.10140704804029
2024-04-21,2.6456685,37.25,3.5,8.091097,2.213452,2024-04-21,67.95457758570011
2024-04-21,2.6456685,37.25,3.75,8.090344,2.2208645,2024-04-21,82.73827358954384
2024-04-21,3.8194947,36.25,2.5,,,2024-04-21,74.81033821417587
2024-04-21,3.8194947,36.25,2.75,,,2024-04-21,62.11983730345671
2024-04-21,3.8194947,36.25,3.0,,,2024-04-21,55.85557448584465
2024-04-21,3.8194947,36.25,3.25,,,2024-04-21,58.13350219663351
2024-04-21,3.8194947,36.25,3.5,,,2024-04-21,68.10175849678386
2024-04-21,3.8194947,36.25,3.75,,,2024-04-21,83.035373349154
2024-04-21,3.8194947,36.5,2.5,,,2024-04-21,57.18584711457668
2024-04-21,3.8194947,36.5,2.75,,,2024-04-21,39.218630748632165
2024-04-21,3.8194947,36.5,3.0,,,2024-04-21,28.309899066231292
2024-04-21,3.8194947,36.5,3.25,,,2024-04-21,32.56184297337359
2024-04-21,3.8194947,36.5,3.5,,,2024-04-21,48.109971773295804
2024-04-21,3.8194947,36.5,3.75,,,2024-04-21,67.55982081549554
2024-04-21,3.8194947,36.75,2.5,8.093661,2.2013955,2024-04-21,49.893335851721524
2024-04-21,3.8194947,36.75,2.75,,,2024-04-21,27.619548433415456
2024-04-21,3.8194947,36.75,3.0,,,2024-04-21,5.345713953294998
2024-04-21,3.8194947,36.75,3.25,,,2024-04-21,16.92811061876691
2024-04-21,3.8194947,36.75,3.5,,,2024-04-21,39.201925363355656
2024-04-21,3.8194947,36.75,3.75,,,2024-04-21,61.475673310100895
2024-04-21,3.8194947,37.0,2.5,8.090724,2.2078924,2024-04-21,57.043668759204486
2024-04-21,3.8194947,37.0,2.75,8.09065,2.215148,2024-04-21,39.154960218269906
2024-04-21,3.8194947,37.0,3.0,8.09063,2.2214713,2024-04-21,28.306273869736685
2024-04-21,3.8194947,37.0,3.25,8.091263,2.224145,2024-04-21,32.53286358811945
2024-04-21,3.8194947,37.0,3.5,8.091797,2.226493,2024-04-21,48.00558097221438
2024-04-21,3.8194947,37.0,3.75,8.092599,2.2288368,2024-04-21,67.3771665595173
2024-04-21,3.8194947,37.25,2.5,8.090486,2.2147336,2024-04-21,74.59321055978846
2024-04-21,3.8194947,37.25,2.75,8.091125,2.215654,2024-04-21,62.03979573410962
2024-04-21,3.8194947,37.25,3.0,8.091345,2.2135148,2024-04-21,55.85227782011057
2024-04-21,3.8194947,37.25,3.25,8.091352,2.2111955,2024-04-21,58.10140704804029
2024-04-21,3.8194947,37.25,3.5,8.091056,2.2134414,2024-04-21,67.95457758570011
2024-04-21,3.8194947,37.25,3.75,8.090304,2.2208517,2024-04-21,82.73827358954384
2024-04-22,0.49402538,36.25,2.5,,,2024-04-22,74.81033821417587
2024-04-22,0.49402538,36.25,2.75,,,2024-04-22,62.11983730345671
2024-04-22,0.49402538,36.25,3.0,,,2024-04-22,55.85557448584465
2024-04-22,0.49402538,36.25,3.25,,,2024-04-22,58.13350219663351
2024-04-22,0.49402538,36.25,3.5,,,2024-04-22,68.10175849678386
2024-04-22,0.49402538,36.25,3.75,,,2024-04-22,83.035373349154
2024-04-22,0.49402538,36.5,2.5,,,2024-04-22,57.18584711457668
2024-04-22,0.49402538,36.5,2.75,,,2024-04-22,39.218630748632165
2024-04-22,0.49402538,36.5,3.0,,,2024-04-22,28.309899066231292
2024-04-22,0.49402538,36.5,3.25,,,2024-04-22,32.56184297337359
2024-04-22,0.49402538,36.5,3.5,,,2024-04-22,48.109971773295804
2024-04-22,0.49402538,36.5,3.75,,,2024-04-22,67.55982081549554
2024-04-22,0.49402538,36.75,2.5,8.094804,2.202225,2024-04-22,49.893335851721524
2024-04-22,0.49402538,36.75,2.75,,,2024-04-22,27.619548433415456
2024-04-22,0.49402538,36.75,3.0,,,2024-04-22,5.345713953294998
2024-04-22,0.49402538,36.75,3.25,,,2024-04-22,16.92811061876691
2024-04-22,0.49402538,36.75,3.5,,,2024-04-22,39.201925363355656
2024-04-22,0.49402538,36.75,3.75,,,2024-04-22,61.475673310100895
2024-04-22,0.49402538,37.0,2.5,8.091224,2.2104661,2024-04-22,57.043668759204486
2024-04-22,0.49402538,37.0,2.75,8.091375,2.2179742,2024-04-22,39.154960218269906
2024-04-22,0.49402538,37.0,3.0,8.091299,2.2223804,2024-04-22,28.306273869736685
2024-04-22,0.49402538,37.0,3.25,8.091817,2.2243488,2024-04-22,32.53286358811945
2024-04-22,0.49402538,37.0,3.5,8.092456,2.2271395,2024-04-22,48.00558097221438
2024-04-22,0.49402538,37.0,3.75,8.09351,2.2296093,2024-04-22,67.3771665595173
2024-04-22,0.49402538,37.25,2.5,8.090599,2.2163951,2024-04-22,74.59321055978846
2024-04-22,0.49402538,37.25,2.75,8.090646,2.2156184,2024-04-22,62.03979573410962
2024-04-22,0.49402538,37.25,3.0,8.090527,2.2123342,2024-04-22,55.85227782011057
2024-04-22,0.49402538,37.25,3.25,8.09083,2.210288,2024-04-22,58.10140704804029
2024-04-22,0.49402538,37.25,3.5,8.09091,2.2126486,2024-04-22,67.95457758570011
2024-04-22,0.49402538,37.25,3.75,8.090289,2.2213912,2024-04-22,82.73827358954384
2024-04-22,1.5413754,36.25,2.5,,,2024-04-22,74.81033821417587
2024-04-22,1.5413754,36.25,2.75,,,2024-04-22,62.11983730345671
2024-04-22,1.5413754,36.25,3.0,,,2024-04-22,55.85557448584465
2024-04-22,1.5413754,36.25,3.25,,,2024-04-22,58.13350219663351
2024-04-22,1.5413754,36.25,3.5,,,2024-04-22,68.10175849678386
2024-04-22,1.5413754,36.25,3.75,,,2024-04-22,83.035373349154
2024-04-22,1.5413754,36.5,2.5,,,2024-04-22,57.18584711457668
2024-04-22,1.5413754,36.5,2.75,,,2024-04-22,39.218630748632165
2024-04-22,1.5413754,36.5,3.0,,,2024-04-22,28.309899066231292
2024-04-22,1.5413754,36.5,3.25,,,2024-04-22,32.56184297337359
2024-04-22,1.5413754,36.5,3.5,,,2024-04-22,48.109971773295804
2024-04-22,1.5413754,36.5,3.75,,,2024-04-22,67.55982081549554
2024-04-22,1.5413754,36.75,2.5,8.0947895,2.2022147,2024-04-22,49.893335851721524
2024-04-22,1.5413754,36.75,2.75,,,2024-04-22,27.619548433415456
2024-04-22,1.5413754,36.75,3.0,,,2024-04-22,5.345713953294998
2024-04-22,1.5413754,36.75,3.25,,,2024-04-22,16.92811061876691
2024-04-22,1.5413754,36.75,3.5,,,2024-04-22,39.201925363355656
2024-04-22,1.5413754,36.75,3.75,,,2024-04-22,61.475673310100895
2024-04-22,1.5413754,37.0,2.5,8.0912,2.210453,2024-04-22,57.043668759204486
2024-04-22,1.5413754,37.0,2.75,8.091335,2.2179608,2024-04-22,39.154960218269906
2024-04-22,1.5413754,37.0,3.0,8.091248,2.222369,2024-04-22,28.306273869736685
2024-04-22,1.5413754,37.0,3.25,8.091761,2.2243338,2024-04-22,32.53286358811945
2024-04-22,1.5413754,37.0,3.5,8.0924,2.2271225,2024-04-22,48.00558097221438
2024-04-22,1.5413754,37.0,3.75,8.093457,2.2295873,2024-04-22,67.3771665595173
2024-04-22,1.5413754,37.25,2.5,8.090542,2.2163842,2024-04-22,74.59321055978846
2024-04-22,1.5413754,37.25,2.75,8.090588,2.215607,2024-04-22,62.03979573410962
2024-04-22,1.5413754,37.25,3.0,8.0904665,2.2123225,2024-04-22,55.85227782011057
2024-04-22,1.5413754,37.25,3.25,8.090769,2.2102766,2024-04-22,58.10140704804029
2024-04-22,1.5413754,37.25,3.5,8.09085,2.2126367,2024-04-22,67.95457758570011
2024-04-22,1.5413754,37.25,3.75,8.090227,2.2213788,2024-04-22,82.73827358954384
2024-04-22,2.6456685,36.25,2.5,,,2024-04-22,74.81033821417587
2024-04-22,2.6456685,36.25,2.75,,,2024-04-22,62.11983730345671
2024-04-22,2.6456685,36.25,3.0,,,2024-04-22,55.85557448584465
2024-04-22,2.6456685,36.25,3.25,,,2024-04-22,58.13350219663351
2024-04-22,2.6456685,36.25,3.5,,,2024-04-22,68.10175849678386
2024-04-22,2.6456685,36.25,3.75,,,2024-04-22,83.035373349154
2024-04-22,2.6456685,36.5,2.5,,,2024-04-22,57.18584711457668
2024-04-22,2.6456685,36.5,2.75,,,2024-04-22,39.218630748632165
2024-04-22,2.6456685,36.5,3.0,,,2024-04-22,28.309899066231292
2024-04-22,2.6456685,36.5,3.25,,,2024-04-22,32.56184297337359
2024-04-22,2.6456685,36.5,3.5,,,2024-04-22,48.109971773295804
2024-04-22,2.6456685,36.5,3.75,,,2024-04-22,67.55982081549554
2024-04-22,2.6456685,36.75,2.5,8.094818,2.202205,2024-04-22,49.893335851721524
2024-04-22,2.6456685,36.75,2.75,,,2024-04-22,27.619548433415456
2024-04-22,2.6456685,36.75,3.0,,,2024-04-22,5.345713953294998
2024-04-22,2.6456685,36.75,3.25,,,2024-04-22,16.92811061876691
2024-04-22,2.6456685,36.75,3.5,,,2024-04-22,39.201925363355656
2024-04-22,2.6456685,36.75,3.75,,,2024-04-22,61.475673310100895
2024-04-22,2.6456685,37.0,2.5,8.091207,2.2104383,2024-04-22,57.043668759204486
2024-04-22,2.6456685,37.0,2.75,8.091315,2.217946,2024-04-22,39.154960218269906
2024-04-22,2.6456685,37.0,3.0,8.091215,2.2223566,2024-04-22,28.306273869736685
2024-04-22,2.6456685,37.0,3.25,8.0917225,2.224318,2024-04-22,32.53286358811945
2024-04-22,2.6456685,37.0,3.5,8.092355,2.2271054,2024-04-22,48.00558097221438
2024-04-22,2.6456685,37.0,3.75,8.093414,2.2295656,2024-04-22,67.3771665595173
2024-04-22,2.6456685,37.25,2.5,8.090497,2.2163732,2024-04-22,74.59321055978846
2024-04-22,2.6456685,37.25,2.75,8.090541,2.2155952,2024-04-22,62.03979573410962
2024-04-22,2.6456685,37.25,3.0,8.090418,2.2123113,2024-04-22,55.85227782011057
2024-04-22,2.6456685,37.25,3.25,8.090719,2.2102654,2024-04-22,58.10140704804029
2024-04-22,2.6456685,37.25,3.5,8.090798,2.212624,2024-04-22,67.95457758570011
2024-04-22,2.6456685,37.25,3.75,8.090176,2.2213652,2024-04-22,82.73827358954384
2024-04-22,3.8194947,36.25,2.5,,,2024-04-22,74.81033821417587
2024-04-22,3.8194947,36.25,2.75,,,2024-04-22,62.11983730345671
2024-04-22,3.8194947,36.25,3.0,,,2024-04-22,55.85557448584465
2024-04-22,3.8194947,36.25,3.25,,,2024-04-22,58.13350219663351
2024-04-22,3.8194947,36.25,3.5,,,2024-04-22,68.10175849678386
