time,latitude,longitude,zos,day,distance_km
2024-03-30,36.583336,2.8333435,,2024-03-30,27.42486183499686
2024-03-30,36.583336,2.9166718,,2024-03-30,22.513610945271516
2024-03-30,36.583336,3.0,,2024-03-30,19.289317853545782
2024-03-30,36.583336,3.0833435,,2024-03-30,18.648702135525184
2024-03-30,36.583336,3.1666718,,2024-03-30,20.831708919035847
2024-03-30,36.583336,3.25,,2024-03-30,25.112182506309033
2024-03-30,36.66667,2.8333435,,2024-03-30,22.228234819302035
2024-03-30,36.66667,2.9166718,,2024-03-30,15.782881420103022
2024-03-30,36.66667,3.0,,2024-03-30,10.698609465725811
2024-03-30,36.66667,3.0833435,,2024-03-30,9.496464669132697
2024-03-30,36.66667,3.1666718,,2024-03-30,13.276882967911245
2024-03-30,36.66667,3.25,,2024-03-30,19.306074472517334
2024-03-30,36.75,2.8333435,-0.15402468,2024-03-30,20.194040166169533
2024-03-30,36.75,2.9166718,,2024-03-30,12.76987826840439
2024-03-30,36.75,3.0,,2024-03-30,5.345713953294998
2024-03-30,36.75,3.0833435,-0.15050066,2024-03-30,2.079801567910821
2024-03-30,36.75,3.1666718,-0.14900696,2024-03-30,9.50394748445699
2024-03-30,36.75,3.25,,2024-03-30,16.92811061876691
2024-03-30,36.833336,2.8333435,-0.16771133,2024-03-30,22.20863381656194
2024-03-30,36.833336,2.9166718,-0.15866849,2024-03-30,15.772124592603511
2024-03-30,36.833336,3.0,-0.15552257,2024-03-30,10.696398658202174
2024-03-30,36.833336,3.0833435,-0.15642884,2024-03-30,9.496747682395155
2024-03-30,36.833336,3.1666718,-0.16027161,2024-03-30,13.270048906298761
2024-03-30,36.833336,3.25,-0.16411813,2024-03-30,19.290330362086166
2024-03-30,36.91667,2.8333435,-0.18292621,2024-03-30,27.393082527538727
2024-03-30,36.91667,2.9166718,-0.17194492,2024-03-30,22.49852861582144
2024-03-30,36.91667,3.0,-0.16832653,2024-03-30,19.286865452625985
2024-03-30,36.91667,3.0833435,-0.17051019,2024-03-30,18.648990373299995
2024-03-30,36.91667,3.1666718,-0.1774463,2024-03-30,20.82299777897512
2024-03-30,36.91667,3.25,-0.18723011,2024-03-30,25.08797191414032
2024-03-31,36.583336,2.8333435,,2024-03-31,27.42486183499686
2024-03-31,36.583336,2.9166718,,2024-03-31,22.513610945271516
2024-03-31,36.583336,3.0,,2024-03-31,19.289317853545782
2024-03-31,36.583336,3.0833435,,2024-03-31,18.648702135525184
2024-03-31,36.583336,3.1666718,,2024-03-31,20.831708919035847
2024-03-31,36.583336,3.25,,2024-03-31,25.112182506309033
2024-03-31,36.66667,2.8333435,,2024-03-31,22.228234819302035
2024-03-31,36.66667,2.9166718,,2024-03-31,15.782881420103022
2024-03-31,36.66667,3.0,,2024-03-31,10.698609465725811
2024-03-31,36.66667,3.0833435,,2024-03-31,9.496464669132697
2024-03-31,36.66667,3.1666718,,2024-03-31,13.276882967911245
2024-03-31,36.66667,3.25,,2024-03-31,19.306074472517334
2024-03-31,36.75,2.8333435,-0.16443063,2024-03-31,20.194040166169533
2024-03-31,36.75,2.9166718,,2024-03-31,12.76987826840439
2024-03-31,36.75,3.0,,2024-03-31,5.345713953294998
2024-03-31,36.75,3.0833435,-0.16633092,2024-03-31,2.079801567910821
2024-03-31,36.75,3.1666718,-0.16475041,2024-03-31,9.50394748445699
2024-03-31,36.75,3.25,,2024-03-31,16.92811061876691
2024-03-31,36.833336,2.8333435,-0.17152785,2024-03-31,22.20863381656194
2024-03-31,36.833336,2.9166718,-0.17032254,2024-03-31,15.772124592603511
2024-03-31,36.833336,3.0,-0.16960792,2024-03-31,10.696398658202174
2024-03-31,36.833336,3.0833435,-0.17040654,2024-03-31,9.496747682395155
2024-03-31,36.833336,3.1666718,-0.17359409,2024-03-31,13.270048906298761
2024-03-31,36.833336,3.25,-0.17710464,2024-03-31,19.290330362086166
2024-03-31,36.91667,2.8333435,-0.18012747,2024-03-31,27.393082527538727
2024-03-31,36.91667,2.9166718,-0.1777758,2024-03-31,22.49852861582144
2024-03-31,36.91667,3.0,-0.17701426,2024-03-31,19.286865452625985
2024-03-31,36.91667,3.0833435,-0.17999156,2024-03-31,18.648990373299995
2024-03-31,36.91667,3.1666718,-0.18742183,2024-03-31,20.82299777897512
2024-03-31,36.91667,3.25,-0.19725637,2024-03-31,25.08797191414032
2024-04-01,36.583336,2.8333435,,2024-04-01,27.42486183499686
2024-04-01,36.583336,2.9166718,,2024-04-01,22.513610945271516
2024-04-01,36.583336,3.0,,2024-04-01,19.289317853545782
2024-04-01,36.583336,3.0833435,,2024-04-01,18.648702135525184
2024-04-01,36.583336,3.1666718,,2024-04-01,20.831708919035847
2024-04-01,36.583336,3.25,,2024-04-01,25.112182506309033
2024-04-01,36.66667,2.8333435,,2024-04-01,22.228234819302035
2024-04-01,36.66667,2.9166718,,2024-04-01,15.782881420103022
2024-04-01,36.66667,3.0,,2024-04-01,10.698609465725811
2024-04-01,36.66667,3.0833435,,2024-04-01,9.496464669132697
2024-04-01,36.66667,3.1666718,,2024-04-01,13.276882967911245
2024-04-01,36.66667,3.25,,2024-04-01,19.306074472517334
2024-04-01,36.75,2.8333435,-0.16937217,2024-04-01,20.194040166169533
2024-04-01,36.75,2.9166718,,2024-04-01,12.76987826840439
2024-04-01,36.75,3.0,,2024-04-01,5.345713953294998
2024-04-01,36.75,3.0833435,-0.17639138,2024-04-01,2.079801567910821
2024-04-01,36.75,3.1666718,-0.17392308,2024-04-01,9.50394748445699
2024-04-01,36.75,3.25,,2024-04-01,16.92811061876691
2024-04-01,36.833336,2.8333435,-0.1780053,2024-04-01,22.20863381656194
2024-04-01,36.833336,2.9166718,-0.17996797,2024-04-01,15.772124592603511
2024-04-01,36.833336,3.0,-0.1819073,2024-04-01,10.696398658202174
2024-04-01,36.833336,3.0833435,-0.18423249,2024-04-01,9.496747682395155
2024-04-01,36.833336,3.1666718,-0.18891504,2024-04-01,13.270048906298761
2024-04-01,36.833336,3.25,-0.19381021,2024-04-01,19.290330362086166
2024-04-01,36.91667,2.8333435,-0.18506742,2024-04-01,27.393082527538727
2024-04-01,36.91667,2.9166718,-0.1896491,2024-04-01,22.49852861582144
2024-04-01,36.91667,3.0,-0.19401383,2024-04-01,19.286865452625985
2024-04-01,36.91667,3.0833435,-0.19963366,2024-04-01,18.648990373299995
2024-04-01,36.91667,3.1666718,-0.2085196,2024-04-01,20.82299777897512
2024-04-01,36.91667,3.25,-0.21858197,2024-04-01,25.08797191414032
2024-04-02,36.583336,2.8333435,,2024-04-02,27.42486183499686
2024-04-02,36.583336,2.9166718,,2024-04-02,22.513610945271516
2024-04-02,36.583336,3.0,,2024-04-02,19.289317853545782
2024-04-02,36.583336,3.0833435,,2024-04-02,18.648702135525184
2024-04-02,36.583336,3.1666718,,2024-04-02,20.831708919035847
2024-04-02,36.583336,3.25,,2024-04-02,25.112182506309033
2024-04-02,36.66667,2.8333435,,2024-04-02,22.228234819302035
2024-04-02,36.66667,2.9166718,,2024-04-02,15.782881420103022
2024-04-02,36.66667,3.0,,2024-04-02,10.698609465725811
2024-04-02,36.66667,3.0833435,,2024-04-02,9.496464669132697
2024-04-02,36.66667,3.1666718,,2024-04-02,13.276882967911245
2024-04-02,36.66667,3.25,,2024-04-02,19.306074472517334
2024-04-02,36.75,2.8333435,-0.19584008,2024-04-02,20.194040166169533
2024-04-02,36.75,2.9166718,,2024-04-02,12.76987826840439
2024-04-02,36.75,3.0,,2024-04-02,5.345713953294998
2024-04-02,36.75,3.0833435,-0.20091657,2024-04-02,2.079801567910821
2024-04-02,36.75,3.1666718,-0.19963376,2024-04-02,9.50394748445699
2024-04-02,36.75,3.25,,2024-04-02,16.92811061876691
2024-04-02,36.833336,2.8333435,-0.20080557,2024-04-02,22.20863381656194
2024-04-02,36.833336,2.9166718,-0.20464107,2024-04-02,15.772124592603511
2024-04-02,36.833336,3.0,-0.20860758,2024-04-02,10.696398658202174
2024-04-02,36.833336,3.0833435,-0.21131964,2024-04-02,9.496747682395155
2024-04-02,36.833336,3.1666718,-0.2143684,2024-04-02,13.270048906298761
2024-04-02,36.833336,3.25,-0.21598306,2024-04-02,19.290330362086166
2024-04-02,36.91667,2.8333435,-0.20628016,2024-04-02,27.393082527538727
2024-04-02,36.91667,2.9166718,-0.2144323,2024-04-02,22.49852861582144
2024-04-02,36.91667,3.0,-0.22214003,2024-04-02,19.286865452625985
2024-04-02,36.91667,3.0833435,-0.22895208,2024-04-02,18.648990373299995
2024-04-02,36.91667,3.1666718,-0.23659311,2024-04-02,20.82299777897512
2024-04-02,36.91667,3.25,-0.24296567,2024-04-02,25.08797191414032
2024-04-03,36.583336,2.8333435,,2024-04-03,27.42486183499686
2024-04-03,36.583336,2.9166718,,2024-04-03,22.513610945271516
2024-04-03,36.583336,3.0,,2024-04-03,19.289317853545782
2024-04-03,36.583336,3.0833435,,2024-04-03,18.648702135525184
2024-04-03,36.583336,3.1666718,,2024-04-03,20.831708919035847
2024-04-03,36.583336,3.25,,2024-04-03,25.112182506309033
2024-04-03,36.66667,2.8333435,,2024-04-03,22.228234819302035
2024-04-03,36.66667,2.9166718,,2024-04-03,15.782881420103022
2024-04-03,36.66667,3.0,,2024-04-03,10.698609465725811
2024-04-03,36.66667,3.0833435,,2024-04-03,9.496464669132697
2024-04-03,36.66667,3.1666718,,2024-04-03,13.276882967911245
2024-04-03,36.66667,3.25,,2024-04-03,19.306074472517334
2024-04-03,36.75,2.8333435,-0.24156344,2024-04-03,20.194040166169533
2024-04-03,36.75,2.9166718,,2024-04-03,12.76987826840439
2024-04-03,36.75,3.0,,2024-04-03,5.345713953294998
2024-04-03,36.75,3.0833435,-0.24403322,2024-04-03,2.079801567910821
2024-04-03,36.75,3.1666718,-0.24244142,2024-04-03,9.50394748445699
2024-04-03,36.75,3.25,,2024-04-03,16.92811061876691
2024-04-03,36.833336,2.8333435,-0.24089716,2024-04-03,22.20863381656194
2024-04-03,36.833336,2.9166718,-0.24618547,2024-04-03,15.772124592603511
2024-04-03,36.833336,3.0,-0.25047323,2024-04-03,10.696398658202174
2024-04-03,36.833336,3.0833435,-0.2527184,2024-04-03,9.496747682395155
2024-04-03,36.833336,3.1666718,-0.2522825,2024-04-03,13.270048906298761
2024-04-03,36.833336,3.25,-0.24854259,2024-04-03,19.290330362086166
2024-04-03,36.91667,2.8333435,-0.24137232,2024-04-03,27.393082527538727
2024-04-03,36.91667,2.9166718,-0.25146037,2024-04-03,22.49852861582144
2024-04-03,36.91667,3.0,-0.26035228,2024-04-03,19.286865452625985
2024-04-03,36.91667,3.0833435,-0.26630995,2024-04-03,18.648990373299995
2024-04-03,36.91667,3.1666718,-0.26774818,2024-04-03,20.82299777897512
2024-04-03,36.91667,3.25,-0.26386,2024-04-03,25.08797191414032
2024-04-04,36.583336,2.8333435,,2024-04-04,27.42486183499686
2024-04-04,36.583336,2.9166718,,2024-04-04,22.513610945271516
2024-04-04,36.583336,3.0,,2024-04-04,19.289317853545782
2024-04-04,36.583336,3.0833435,,2024-04-04,18.648702135525184
2024-04-04,36.583336,3.1666718,,2024-04-04,20.831708919035847
2024-04-04,36.583336,3.25,,2024-04-04,25.112182506309033
2024-04-04,36.66667,2.8333435,,2024-04-04,22.228234819302035
2024-04-04,36.66667,2.9166718,,2024-04-04,15.782881420103022
2024-04-04,36.66667,3.0,,2024-04-04,10.698609465725811
2024-04-04,36.66667,3.0833435,,2024-04-04,9.496464669132697
2024-04-04,36.66667,3.1666718,,2024-04-04,13.276882967911245
2024-04-04,36.66667,3.25,,2024-04-04,19.306074472517334
2024-04-04,36.75,2.8333435,-0.29707822,2024-04-04,20.194040166169533
2024-04-04,36.75,2.9166718,,2024-04-04,12.76987826840439
2024-04-04,36.75,3.0,,2024-04-04,5.345713953294998
2024-04-04,36.75,3.0833435,-0.2966033,2024-04-04,2.079801567910821
2024-04-04,36.75,3.1666718,-0.29627883,2024-04-04,9.50394748445699
2024-04-04,36.75,3.25,,2024-04-04,16.92811061876691
2024-04-04,36.833336,2.8333435,-0.29779488,2024-04-04,22.20863381656194
2024-04-04,36.833336,2.9166718,-0.30000412,2024-04-04,15.772124592603511
2024-04-04,36.833336,3.0,-0.30091897,2024-04-04,10.696398658202174
2024-04-04,36.833336,3.0833435,-0.30005634,2024-04-04,9.496747682395155
2024-04-04,36.833336,3.1666718,-0.2968567,2024-04-04,13.270048906298761
2024-04-04,36.833336,3.25,-0.29179886,2024-04-04,19.290330362086166
2024-04-04,36.91667,2.8333435,-0.29442927,2024-04-04,27.393082527538727
2024-04-04,36.91667,2.9166718,-0.3030485,2024-04-04,22.49852861582144
2024-04-04,36.91667,3.0,-0.30679178,2024-04-04,19.286865452625985
2024-04-04,36.91667,3.0833435,-0.3049309,2024-04-04,18.648990373299995
2024-04-04,36.91667,3.1666718,-0.29741466,2024-04-04,20.82299777897512
2024-04-04,36.91667,3.25,-0.2879514,2024-04-04,25.08797191414032
2024-04-05,36.583336,2.8333435,,2024-04-05,27.42486183499686
2024-04-05,36.583336,2.9166718,,2024-04-05,22.513610945271516
2024-04-05,36.583336,3.0,,2024-04-05,19.289317853545782
2024-04-05,36.583336,3.0833435,,2024-04-05,18.648702135525184
2024-04-05,36.583336,3.1666718,,2024-04-05,20.831708919035847
2024-04-05,36.583336,3.25,,2024-04-05,25.112182506309033
2024-04-05,36.66667,2.8333435,,2024-04-05,22.228234819302035
2024-04-05,36.66667,2.9166718,,2024-04-05,15.782881420103022
2024-04-05,36.66667,3.0,,2024-04-05,10.698609465725811
2024-04-05,36.66667,3.0833435,,2024-04-05,9.496464669132697
2024-04-05,36.66667,3.1666718,,2024-04-05,13.276882967911245
2024-04-05,36.66667,3.25,,2024-04-05,19.306074472517334
2024-04-05,36.75,2.8333435,-0.32466805,2024-04-05,20.194040166169533
2024-04-05,36.75,2.9166718,,2024-04-05,12.76987826840439
2024-04-05,36.75,3.0,,2024-04-05,5.345713953294998
2024-04-05,36.75,3.0833435,-0.32513565,2024-04-05,2.079801567910821
2024-04-05,36.75,3.1666718,-0.32542428,2024-04-05,9.50394748445699
2024-04-05,36.75,3.25,,2024-04-05,16.92811061876691
2024-04-05,36.833336,2.8333435,-0.3283537,2024-04-05,22.20863381656194
2024-04-05,36.833336,2.9166718,-0.3267222,2024-04-05,15.772124592603511
2024-04-05,36.833336,3.0,-0.3252688,2024-04-05,10.696398658202174
2024-04-05,36.833336,3.0833435,-0.322431,2024-04-05,9.496747682395155
2024-04-05,36.833336,3.1666718,-0.32043824,2024-04-05,13.270048906298761
2024-04-05,36.833336,3.25,-0.31833,2024-04-05,19.290330362086166
2024-04-05,36.91667,2.8333435,-0.3282931,2024-04-05,27.393082527538727
2024-04-05,36.91667,2.9166718,-0.32448518,2024-04-05,22.49852861582144
2024-04-05,36.91667,3.0,-0.31823447,2024-04-05,19.286865452625985
2024-04-05,36.91667,3.0833435,-0.311218,2024-04-05,18.648990373299995
2024-04-05,36.91667,3.1666718,-0.3040734,2024-04-05,20.82299777897512
2024-04-05,36.91667,3.25,-0.29780963,2024-04-05,25.08797191414032
2024-04-06,36.583336,2.8333435,,2024-04-06,27.42486183499686
2024-04-06,36.583336,2.9166718,,2024-04-06,22.513610945271516
2024-04-06,36.583336,3.0,,2024-04-06,19.289317853545782
2024-04-06,36.583336,3.0833435,,2024-04-06,18.648702135525184
2024-04-06,36.583336,3.1666718,,2024-04-06,20.831708919035847
2024-04-06,36.583336,3.25,,2024-04-06,25.112182506309033
2024-04-06,36.66667,2.8333435,,2024-04-06,22.228234819302035
2024-04-06,36.66667,2.9166718,,2024-04-06,15.782881420103022
2024-04-06,36.66667,3.0,,2024-04-06,10.698609465725811
2024-04-06,36.66667,3.0833435,,2024-04-06,9.496464669132697
2024-04-06,36.66667,3.1666718,,2024-04-06,13.276882967911245
2024-04-06,36.66667,3.25,,2024-04-06,19.306074472517334
2024-04-06,36.75,2.8333435,-0.33841577,2024-04-06,20.194040166169533
2024-04-06,36.75,2.9166718,,2024-04-06,12.76987826840439
2024-04-06,36.75,3.0,,2024-04-06,5.345713953294998
2024-04-06,36.75,3.0833435,-0.34125176,2024-04-06,2.079801567910821
2024-04-06,36.75,3.1666718,-0.34230298,2024-04-06,9.50394748445699
2024-04-06,36.75,3.25,,2024-04-06,16.92811061876691
2024-04-06,36.833336,2.8333435,-0.33790717,2024-04-06,22.20863381656194
2024-04-06,36.833336,2.9166718,-0.3356742,2024-04-06,15.772124592603511
2024-04-06,36.833336,3.0,-0.33673668,2024-04-06,10.696398658202174
2024-04-06,36.833336,3.0833435,-0.33771297,2024-04-06,9.496747682395155
2024-04-06,36.833336,3.1666718,-0.33667088,2024-04-06,13.270048906298761
2024-04-06,36.833336,3.25,-0.3351543,2024-04-06,19.290330362086166
2024-04-06,36.91667,2.8333435,-0.3280494,2024-04-06,27.393082527538727
2024-04-06,36.91667,2.9166718,-0.32271025,2024-04-06,22.49852861582144
2024-04-06,36.91667,3.0,-0.318159,2024-04-06,19.286865452625985
2024-04-06,36.91667,3.0833435,-0.3135449,2024-04-06,18.648990373299995
2024-04-06,36.91667,3.1666718,-0.30841714,2024-04-06,20.82299777897512
2024-04-06,36.91667,3.25,-0.30430943,2024-04-06,25.08797191414032
2024-04-07,36.583336,2.8333435,,2024-04-07,27.42486183499686
2024-04-07,36.583336,2.9166718,,2024-04-07,22.513610945271516
2024-04-07,36.583336,3.0,,2024-04-07,19.289317853545782
2024-04-07,36.583336,3.0833435,,2024-04-07,18.648702135525184
2024-04-07,36.583336,3.1666718,,2024-04-07,20.831708919035847
2024-04-07,36.583336,3.25,,2024-04-07,25.112182506309033
2024-04-07,36.66667,2.8333435,,2024-04-07,22.228234819302035
2024-04-07,36.66667,2.9166718,,2024-04-07,15.782881420103022
2024-04-07,36.66667,3.0,,2024-04-07,10.698609465725811
2024-04-07,36.66667,3.0833435,,2024-04-07,9.496464669132697
2024-04-07,36.66667,3.1666718,,2024-04-07,13.276882967911245
2024-04-07,36.66667,3.25,,2024-04-07,19.306074472517334
2024-04-07,36.75,2.8333435,-0.34856322,2024-04-07,20.194040166169533
2024-04-07,36.75,2.9166718,,2024-04-07,12.76987826840439
2024-04-07,36.75,3.0,,2024-04-07,5.345713953294998
2024-04-07,36.75,3.0833435,-0.3544721,2024-04-07,2.079801567910821
2024-04-07,36.75,3.1666718,-0.35536632,2024-04-07,9.50394748445699
2024-04-07,36.75,3.25,,2024-04-07,16.92811061876691
2024-04-07,36.833336,2.8333435,-0.34717506,2024-04-07,22.20863381656194
2024-04-07,36.833336,2.9166718,-0.3482534,2024-04-07,15.772124592603511
2024-04-07,36.833336,3.0,-0.34884372,2024-04-07,10.696398658202174
2024-04-07,36.833336,3.0833435,-0.34878537,2024-04-07,9.496747682395155
2024-04-07,36.833336,3.1666718,-0.34638566,2024-04-07,13.270048906298761
2024-04-07,36.833336,3.25,-0.34564614,2024-04-07,19.290330362086166
2024-04-07,36.91667,2.8333435,-0.32946685,2024-04-07,27.393082527538727
2024-04-07,36.91667,2.9166718,-0.32751364,2024-04-07,22.49852861582144
2024-04-07,36.91667,3.0,-0.32458395,2024-04-07,19.286865452625985
2024-04-07,36.91667,3.0833435,-0.3207466,2024-04-07,18.648990373299995
2024-04-07,36.91667,3.1666718,-0.31635106,2024-04-07,20.82299777897512
2024-04-07,36.91667,3.25,-0.3142609,2024-04-07,25.08797191414032
2024-04-08,36.583336,2.8333435,,2024-04-08,27.42486183499686
2024-04-08,36.583336,2.9166718,,2024-04-08,22.513610945271516
2024-04-08,36.583336,3.0,,2024-04-08,19.289317853545782
2024-04-08,36.583336,3.0833435,,2024-04-08,18.648702135525184
2024-04-08,36.583336,3.1666718,,2024-04-08,20.831708919035847
2024-04-08,36.583336,3.25,,2024-04-08,25.112182506309033
2024-04-08,36.66667,2.8333435,,2024-04-08,22.228234819302035
2024-04-08,36.66667,2.9166718,,2024-04-08,15.782881420103022
2024-04-08,36.66667,3.0,,2024-04-08,10.698609465725811
2024-04-08,36.66667,3.0833435,,2024-04-08,9.496464669132697
2024-04-08,36.66667,3.1666718,,2024-04-08,13.276882967911245
2024-04-08,36.66667,3.25,,2024-04-08,19.306074472517334
2024-04-08,36.75,2.8333435,-0.3493067,2024-04-08,20.194040166169533
2024-04-08,36.75,2.9166718,,2024-04-08,12.76987826840439
2024-04-08,36.75,3.0,,2024-04-08,5.345713953294998
2024-04-08,36.75,3.0833435,-0.35649264,2024-04-08,2.079801567910821
2024-04-08,36.75,3.1666718,-0.35787016,2024-04-08,9.50394748445699
2024-04-08,36.75,3.25,,2024-04-08,16.92811061876691
2024-04-08,36.833336,2.8333435,-0.3520172,2024-04-08,22.20863381656194
2024-04-08,36.833336,2.9166718,-0.35088083,2024-04-08,15.772124592603511
2024-04-08,36.833336,3.0,-0.34748313,2024-04-08,10.696398658202174
2024-04-08,36.833336,3.0833435,-0.34795907,2024-04-08,9.496747682395155
2024-04-08,36.833336,3.1666718,-0.34880546,2024-04-08,13.270048906298761
2024-04-08,36.833336,3.25,-0.3501927,2024-04-08,19.290330362086166
2024-04-08,36.91667,2.8333435,-0.3321164,2024-04-08,27.393082527538727
2024-04-08,36.91667,2.9166718,-0.32937926,2024-04-08,22.49852861582144
2024-04-08,36.91667,3.0,-0.32475033,2024-04-08,19.286865452625985
2024-04-08,36.91667,3.0833435,-0.3208232,2024-04-08,18.648990373299995
2024-04-08,36.91667,3.1666718,-0.3186427,2024-04-08,20.82299777897512
2024-04-08,36.91667,3.25,-0.31834295,2024-04-08,25.08797191414032
2024-04-09,36.583336,2.8333435,,2024-04-09,27.42486183499686
2024-04-09,36.583336,2.9166718,,2024-04-09,22.513610945271516
2024-04-09,36.583336,3.0,,2024-04-09,19.289317853545782
2024-04-09,36.583336,3.0833435,,2024-04-09,18.648702135525184
2024-04-09,36.583336,3.1666718,,2024-04-09,20.831708919035847
2024-04-09,36.583336,3.25,,2024-04-09,25.112182506309033
2024-04-09,36.66667,2.8333435,,2024-04-09,22.228234819302035
2024-04-09,36.66667,2.9166718,,2024-04-09,15.782881420103022
2024-04-09,36.66667,3.0,,2024-04-09,10.698609465725811
2024-04-09,36.66667,3.0833435,,2024-04-09,9.496464669132697
2024-04-09,36.66667,3.1666718,,2024-04-09,13.276882967911245
2024-04-09,36.66667,3.25,,2024-04-09,19.306074472517334
2024-04-09,36.75,2.8333435,-0.35146102,2024-04-09,20.194040166169533
2024-04-09,36.75,2.9166718,,2024-04-09,12.76987826840439
2024-04-09,36.75,3.0,,2024-04-09,5.345713953294998
2024-04-09,36.75,3.0833435,-0.35461935,2024-04-09,2.079801567910821
2024-04-09,36.75,3.1666718,-0.3542654,2024-04-09,9.50394748445699
2024-04-09,36.75,3.25,,2024-04-09,16.92811061876691
2024-04-09,36.833336,2.8333435,-0.358139,2024-04-09,22.20863381656194
2024-04-09,36.833336,2.9166718,-0.3535044,2024-04-09,15.772124592603511
2024-04-09,36.833336,3.0,-0.3515088,2024-04-09,10.696398658202174
2024-04-09,36.833336,3.0833435,-0.35305277,2024-04-09,9.496747682395155
2024-04-09,36.833336,3.1666718,-0.35429674,2024-04-09,13.270048906298761
2024-04-09,36.833336,3.25,-0.35657042,2024-04-09,19.290330362086166
2024-04-09,36.91667,2.8333435,-0.34520534,2024-04-09,27.393082527538727
2024-04-09,36.91667,2.9166718,-0.33977824,2024-04-09,22.49852861582144
2024-04-09,36.91667,3.0,-0.33486193,2024-04-09,19.286865452625985
2024-04-09,36.91667,3.0833435,-0.33230904,2024-04-09,18.648990373299995
2024-04-09,36.91667,3.1666718,-0.33181417,2024-04-09,20.82299777897512
2024-04-09,36.91667,3.25,-0.33384383,2024-04-09,25.08797191414032
2024-04-10,36.583336,2.8333435,,2024-04-10,27.42486183499686
2024-04-10,36.583336,2.9166718,,2024-04-10,22.513610945271516
2024-04-10,36.583336,3.0,,2024-04-10,19.289317853545782
2024-04-10,36.583336,3.0833435,,2024-04-10,18.648702135525184
2024-04-10,36.583336,3.1666718,,2024-04-10,20.831708919035847
2024-04-10,36.583336,3.25,,2024-04-10,25.112182506309033
2024-04-10,36.66667,2.8333435,,2024-04-10,22.228234819302035
2024-04-10,36.66667,2.9166718,,2024-04-10,15.782881420103022
2024-04-10,36.66667,3.0,,2024-04-10,10.698609465725811
2024-04-10,36.66667,3.0833435,,2024-04-10,9.496464669132697
2024-04-10,36.66667,3.1666718,,2024-04-10,13.276882967911245
2024-04-10,36.66667,3.25,,2024-04-10,19.306074472517334
2024-04-10,36.75,2.8333435,-0.39186868,2024-04-10,20.194040166169533
2024-04-10,36.75,2.9166718,,2024-04-10,12.76987826840439
2024-04-10,36.75,3.0,,2024-04-10,5.345713953294998
2024-04-10,36.75,3.0833435,-0.39364496,2024-04-10,2.079801567910821
2024-04-10,36.75,3.1666718,-0.39329818,2024-04-10,9.50394748445699
2024-04-10,36.75,3.25,,2024-04-10,16.92811061876691
2024-04-10,36.833336,2.8333435,-0.39712748,2024-04-10,22.20863381656194
2024-04-10,36.833336,2.9166718,-0.39438298,2024-04-10,15.772124592603511
2024-04-10,36.833336,3.0,-0.39420655,2024-04-10,10.696398658202174
2024-04-10,36.833336,3.0833435,-0.396256,2024-04-10,9.496747682395155
2024-04-10,36.833336,3.1666718,-0.3979576,2024-04-10,13.270048906298761
2024-04-10,36.833336,3.25,-0.39991271,2024-04-10,19.290330362086166
2024-04-10,36.91667,2.8333435,-0.39070243,2024-04-10,27.393082527538727
2024-04-10,36.91667,2.9166718,-0.38616705,2024-04-10,22.49852861582144
2024-04-10,36.91667,3.0,-0.38353035,2024-04-10,19.286865452625985
2024-04-10,36.91667,3.0833435,-0.38324773,2024-04-10,18.648990373299995
2024-04-10,36.91667,3.1666718,-0.3849729,2024-04-10,20.82299777897512
2024-04-10,36.91667,3.25,-0.38916743,2024-04-10,25.08797191414032
2024-04-11,36.583336,2.8333435,,2024-04-11,27.42486183499686
2024-04-11,36.583336,2.9166718,,2024-04-11,22.513610945271516
2024-04-11,36.583336,3.0,,2024-04-11,19.289317853545782
2024-04-11,36.583336,3.0833435,,2024-04-11,18.648702135525184
2024-04-11,36.583336,3.1666718,,2024-04-11,20.831708919035847
2024-04-11,36.583336,3.25,,2024-04-11,25.112182506309033
2024-04-11,36.66667,2.8333435,,2024-04-11,22.228234819302035
2024-04-11,36.66667,2.9166718,,2024-04-11,15.782881420103022
2024-04-11,36.66667,3.0,,2024-04-11,10.698609465725811
2024-04-11,36.66667,3.0833435,,2024-04-11,9.496464669132697
2024-04-11,36.66667,3.1666718,,2024-04-11,13.276882967911245
2024-04-11,36.66667,3.25,,2024-04-11,19.306074472517334
2024-04-11,36.75,2.8333435,-0.39168712,2024-04-11,20.194040166169533
2024-04-11,36.75,2.9166718,,2024-04-11,12.76987826840439
2024-04-11,36.75,3.0,,2024-04-11,5.345713953294998
2024-04-11,36.75,3.0833435,-0.38762388,2024-04-11,2.079801567910821
2024-04-11,36.75,3.1666718,-0.3867896,2024-04-11,9.50394748445699
2024-04-11,36.75,3.25,,2024-04-11,16.92811061876691
2024-04-11,36.833336,2.8333435,-0.3923835,2024-04-11,22.20863381656194
2024-04-11,36.833336,2.9166718,-0.39086556,2024-04-11,15.772124592603511
2024-04-11,36.833336,3.0,-0.39048523,2024-04-11,10.696398658202174
2024-04-11,36.833336,3.0833435,-0.3907834,2024-04-11,9.496747682395155
2024-04-11,36.833336,3.1666718,-0.39171693,2024-04-11,13.270048906298761
2024-04-11,36.833336,3.25,-0.3926536,2024-04-11,19.290330362086166
2024-04-11,36.91667,2.8333435,-0.3850029,2024-04-11,27.393082527538727
2024-04-11,36.91667,2.9166718,-0.38359073,2024-04-11,22.49852861582144
2024-04-11,36.91667,3.0,-0.38248324,2024-04-11,19.286865452625985
