time,depth,latitude,longitude,chl,phyc,day,distance_km
2024-03-23,2.6456685,36.5,3.75,,,2024-03-23,67.55982081549554
2024-03-23,2.6456685,36.75,2.5,0.20486207,1.5774012,2024-03-23,49.893335851721524
2024-03-23,2.6456685,36.75,2.75,,,2024-03-23,27.619548433415456
2024-03-23,2.6456685,36.75,3.0,,,2024-03-23,5.345713953294998
2024-03-23,2.6456685,36.75,3.25,,,2024-03-23,16.92811061876691
2024-03-23,2.6456685,36.75,3.5,,,2024-03-23,39.201925363355656
2024-03-23,2.6456685,36.75,3.75,,,2024-03-23,61.475673310100895
2024-03-23,2.6456685,37.0,2.5,0.26424295,1.851221,2024-03-23,57.043668759204486
2024-03-23,2.6456685,37.0,2.75,0.28083098,1.9281675,2024-03-23,39.154960218269906
2024-03-23,2.6456685,37.0,3.0,0.2878458,1.9530407,2024-03-23,28.306273869736685
2024-03-23,2.6456685,37.0,3.25,0.27821854,1.9047368,2024-03-23,32.53286358811945
2024-03-23,2.6456685,37.0,3.5,0.26518577,1.8703614,2024-03-23,48.00558097221438
2024-03-23,2.6456685,37.0,3.75,0.24901345,1.8265527,2024-03-23,67.3771665595173
2024-03-23,2.6456685,37.25,2.5,0.2815337,1.8517815,2024-03-23,74.59321055978846
2024-03-23,2.6456685,37.25,2.75,0.28965077,1.9492397,2024-03-23,62.03979573410962
2024-03-23,2.6456685,37.25,3.0,0.29974255,2.0349193,2024-03-23,55.85227782011057
2024-03-23,2.6456685,37.25,3.25,0.2868265,1.978422,2024-03-23,58.10140704804029
2024-03-23,2.6456685,37.25,3.5,0.2431899,1.7893655,2024-03-23,67.95457758570011
2024-03-23,2.6456685,37.25,3.75,0.20988101,1.6340586,2024-03-23,82.73827358954384
2024-03-23,3.8194947,36.25,2.5,,,2024-03-23,74.81033821417587
2024-03-23,3.8194947,36.25,2.75,,,2024-03-23,62.11983730345671
2024-03-23,3.8194947,36.25,3.0,,,2024-03-23,55.85557448584465
2024-03-23,3.8194947,36.25,3.25,,,2024-03-23,58.13350219663351
2024-03-23,3.8194947,36.25,3.5,,,2024-03-23,68.10175849678386
2024-03-23,3.8194947,36.25,3.75,,,2024-03-23,83.035373349154
2024-03-23,3.8194947,36.5,2.5,,,2024-03-23,57.18584711457668
2024-03-23,3.8194947,36.5,2.75,,,2024-03-23,39.218630748632165
2024-03-23,3.8194947,36.5,3.0,,,2024-03-23,28.309899066231292
2024-03-23,3.8194947,36.5,3.25,,,2024-03-23,32.56184297337359
2024-03-23,3.8194947,36.5,3.5,,,2024-03-23,48.109971773295804
2024-03-23,3.8194947,36.5,3.75,,,2024-03-23,67.55982081549554
2024-03-23,3.8194947,36.75,2.5,0.20501238,1.5775001,2024-03-23,49.893335851721524
2024-03-23,3.8194947,36.75,2.75,,,2024-03-23,27.619548433415456
2024-03-23,3.8194947,36.75,3.0,,,2024-03-23,5.345713953294998
2024-03-23,3.8194947,36.75,3.25,,,2024-03-23,16.92811061876691
2024-03-23,3.8194947,36.75,3.5,,,2024-03-23,39.201925363355656
2024-03-23,3.8194947,36.75,3.75,,,2024-03-23,61.475673310100895
2024-03-23,3.8194947,37.0,2.5,0.26427674,1.8511791,2024-03-23,57.043668759204486
2024-03-23,3.8194947,37.0,2.75,0.28085327,1.9280827,2024-03-23,39.154960218269906
2024-03-23,3.8194947,37.0,3.0,0.28786096,1.9529476,2024-03-23,28.306273869736685
2024-03-23,3.8194947,37.0,3.25,0.2782437,1.9046919,2024-03-23,32.53286358811945
2024-03-23,3.8194947,37.0,3.5,0.26519015,1.8701926,2024-03-23,48.00558097221438
2024-03-23,3.8194947,37.0,3.75,0.2489918,1.8262163,2024-03-23,67.3771665595173
2024-03-23,3.8194947,37.25,2.5,0.2816156,1.8518808,2024-03-23,74.59321055978846
2024-03-23,3.8194947,37.25,2.75,0.28970888,1.9492916,2024-03-23,62.03979573410962
2024-03-23,3.8194947,37.25,3.0,0.2998158,2.0350296,2024-03-23,55.85227782011057
2024-03-23,3.8194947,37.25,3.25,0.2869424,1.9786633,2024-03-23,58.10140704804029
2024-03-23,3.8194947,37.25,3.5,0.24327834,1.789556,2024-03-23,67.95457758570011
2024-03-23,3.8194947,37.25,3.75,0.20989764,1.6340277,2024-03-23,82.73827358954384
2024-03-24,0.49402538,36.25,2.5,,,2024-03-24,74.81033821417587
2024-03-24,0.49402538,36.25,2.75,,,2024-03-24,62.11983730345671
2024-03-24,0.49402538,36.25,3.0,,,2024-03-24,55.85557448584465
2024-03-24,0.49402538,36.25,3.25,,,2024-03-24,58.13350219663351
2024-03-24,0.49402538,36.25,3.5,,,2024-03-24,68.10175849678386
2024-03-24,0.49402538,36.25,3.75,,,2024-03-24,83.035373349154
2024-03-24,0.49402538,36.5,2.5,,,2024-03-24,57.18584711457668
2024-03-24,0.49402538,36.5,2.75,,,2024-03-24,39.218630748632165
2024-03-24,0.49402538,36.5,3.0,,,2024-03-24,28.309899066231292
2024-03-24,0.49402538,36.5,3.25,,,2024-03-24,32.56184297337359
2024-03-24,0.49402538,36.5,3.5,,,2024-03-24,48.109971773295804
2024-03-24,0.49402538,36.5,3.75,,,2024-03-24,67.55982081549554
2024-03-24,0.49402538,36.75,2.5,0.21096969,1.5864928,2024-03-24,49.893335851721524
2024-03-24,0.49402538,36.75,2.75,,,2024-03-24,27.619548433415456
2024-03-24,0.49402538,36.75,3.0,,,2024-03-24,5.345713953294998
2024-03-24,0.49402538,36.75,3.25,,,2024-03-24,16.92811061876691
2024-03-24,0.49402538,36.75,3.5,,,2024-03-24,39.201925363355656
2024-03-24,0.49402538,36.75,3.75,,,2024-03-24,61.475673310100895
2024-03-24,0.49402538,37.0,2.5,0.26729354,1.8460667,2024-03-24,57.043668759204486
2024-03-24,0.49402538,37.0,2.75,0.2818227,1.9267713,2024-03-24,39.154960218269906
2024-03-24,0.49402538,37.0,3.0,0.28343388,1.9320582,2024-03-24,28.306273869736685
2024-03-24,0.49402538,37.0,3.25,0.26987076,1.8763394,2024-03-24,32.53286358811945
2024-03-24,0.49402538,37.0,3.5,0.25184932,1.8193431,2024-03-24,48.00558097221438
2024-03-24,0.49402538,37.0,3.75,0.23392543,1.7514839,2024-03-24,67.3771665595173
2024-03-24,0.49402538,37.25,2.5,0.28490606,1.8602852,2024-03-24,74.59321055978846
2024-03-24,0.49402538,37.25,2.75,0.27857837,1.909334,2024-03-24,62.03979573410962
2024-03-24,0.49402538,37.25,3.0,0.28769788,1.9748029,2024-03-24,55.85227782011057
2024-03-24,0.49402538,37.25,3.25,0.28309414,1.9351361,2024-03-24,58.10140704804029
2024-03-24,0.49402538,37.25,3.5,0.24218394,1.75773,2024-03-24,67.95457758570011
2024-03-24,0.49402538,37.25,3.75,0.20570716,1.6084676,2024-03-24,82.73827358954384
2024-03-24,1.5413754,36.25,2.5,,,2024-03-24,74.81033821417587
2024-03-24,1.5413754,36.25,2.75,,,2024-03-24,62.11983730345671
2024-03-24,1.5413754,36.25,3.0,,,2024-03-24,55.85557448584465
2024-03-24,1.5413754,36.25,3.25,,,2024-03-24,58.13350219663351
2024-03-24,1.5413754,36.25,3.5,,,2024-03-24,68.10175849678386
2024-03-24,1.5413754,36.25,3.75,,,2024-03-24,83.035373349154
2024-03-24,1.5413754,36.5,2.5,,,2024-03-24,57.18584711457668
2024-03-24,1.5413754,36.5,2.75,,,2024-03-24,39.218630748632165
2024-03-24,1.5413754,36.5,3.0,,,2024-03-24,28.309899066231292
2024-03-24,1.5413754,36.5,3.25,,,2024-03-24,32.56184297337359
2024-03-24,1.5413754,36.5,3.5,,,2024-03-24,48.109971773295804
2024-03-24,1.5413754,36.5,3.75,,,2024-03-24,67.55982081549554
2024-03-24,1.5413754,36.75,2.5,0.2110769,1.5867069,2024-03-24,49.893335851721524
2024-03-24,1.5413754,36.75,2.75,,,2024-03-24,27.619548433415456
2024-03-24,1.5413754,36.75,3.0,,,2024-03-24,5.345713953294998
2024-03-24,1.5413754,36.75,3.25,,,2024-03-24,16.92811061876691
2024-03-24,1.5413754,36.75,3.5,,,2024-03-24,39.201925363355656
2024-03-24,1.5413754,36.75,3.75,,,2024-03-24,61.475673310100895
2024-03-24,1.5413754,37.0,2.5,0.26731128,1.8460462,2024-03-24,57.043668759204486
2024-03-24,1.5413754,37.0,2.75,0.2818327,1.9267219,2024-03-24,39.154960218269906
2024-03-24,1.5413754,37.0,3.0,0.28344035,1.932018,2024-03-24,28.306273869736685
2024-03-24,1.5413754,37.0,3.25,0.26987723,1.8763195,2024-03-24,32.53286358811945
2024-03-24,1.5413754,37.0,3.5,0.2518514,1.8193004,2024-03-24,48.00558097221438
2024-03-24,1.5413754,37.0,3.75,0.23392312,1.7514099,2024-03-24,67.3771665595173
2024-03-24,1.5413754,37.25,2.5,0.28493387,1.8603221,2024-03-24,74.59321055978846
2024-03-24,1.5413754,37.25,2.75,0.27859643,1.9093556,2024-03-24,62.03979573410962
2024-03-24,1.5413754,37.25,3.0,0.28771782,1.9748359,2024-03-24,55.85227782011057
2024-03-24,1.5413754,37.25,3.25,0.28312007,1.9351921,2024-03-24,58.10140704804029
2024-03-24,1.5413754,37.25,3.5,0.24220307,1.7577716,2024-03-24,67.95457758570011
2024-03-24,1.5413754,37.25,3.75,0.20571144,1.6084607,2024-03-24,82.73827358954384
2024-03-24,2.6456685,36.25,2.5,,,2024-03-24,74.81033821417587
2024-03-24,2.6456685,36.25,2.75,,,2024-03-24,62.11983730345671
2024-03-24,2.6456685,36.25,3.0,,,2024-03-24,55.85557448584465
2024-03-24,2.6456685,36.25,3.25,,,2024-03-24,58.13350219663351
2024-03-24,2.6456685,36.25,3.5,,,2024-03-24,68.10175849678386
2024-03-24,2.6456685,36.25,3.75,,,2024-03-24,83.035373349154
2024-03-24,2.6456685,36.5,2.5,,,2024-03-24,57.18584711457668
2024-03-24,2.6456685,36.5,2.75,,,2024-03-24,39.218630748632165
2024-03-24,2.6456685,36.5,3.0,,,2024-03-24,28.309899066231292
2024-03-24,2.6456685,36.5,3.25,,,2024-03-24,32.56184297337359
2024-03-24,2.6456685,36.5,3.5,,,2024-03-24,48.109971773295804
2024-03-24,2.6456685,36.5,3.75,,,2024-03-24,67.55982081549554
2024-03-24,2.6456685,36.75,2.5,0.21132085,1.5872109,2024-03-24,49.893335851721524
2024-03-24,2.6456685,36.75,2.75,,,2024-03-24,27.619548433415456
2024-03-24,2.6456685,36.75,3.0,,,2024-03-24,5.345713953294998
2024-03-24,2.6456685,36.75,3.25,,,2024-03-24,16.92811061876691
2024-03-24,2.6456685,36.75,3.5,,,2024-03-24,39.201925363355656
2024-03-24,2.6456685,36.75,3.75,,,2024-03-24,61.475673310100895
2024-03-24,2.6456685,37.0,2.5,0.26734963,1.846003,2024-03-24,57.043668759204486
2024-03-24,2.6456685,37.0,2.75,0.28185463,1.9266193,2024-03-24,39.154960218269906
2024-03-24,2.6456685,37.0,3.0,0.28345296,1.9319221,2024-03-24,28.306273869736685
2024-03-24,2.6456685,37.0,3.25,0.26988968,1.8762661,2024-03-24,32.53286358811945
2024-03-24,2.6456685,37.0,3.5,0.25185555,1.8192064,2024-03-24,48.00558097221438
2024-03-24,2.6456685,37.0,3.75,0.23391762,1.7512492,2024-03-24,67.3771665595173
2024-03-24,2.6456685,37.25,2.5,0.28499246,1.8604006,2024-03-24,74.59321055978846
2024-03-24,2.6456685,37.25,2.75,0.27863473,1.9094026,2024-03-24,62.03979573410962
2024-03-24,2.6456685,37.25,3.0,0.2877601,1.9749064,2024-03-24,55.85227782011057
2024-03-24,2.6456685,37.25,3.25,0.2831748,1.9353104,2024-03-24,58.10140704804029
2024-03-24,2.6456685,37.25,3.5,0.24224332,1.7578591,2024-03-24,67.95457758570011
2024-03-24,2.6456685,37.25,3.75,0.20572063,1.6084468,2024-03-24,82.73827358954384
2024-03-24,3.8194947,36.25,2.5,,,2024-03-24,74.81033821417587
2024-03-24,3.8194947,36.25,2.75,,,2024-03-24,62.11983730345671
2024-03-24,3.8194947,36.25,3.0,,,2024-03-24,55.85557448584465
2024-03-24,3.8194947,36.25,3.25,,,2024-03-24,58.13350219663351
2024-03-24,3.8194947,36.25,3.5,,,2024-03-24,68.10175849678386
2024-03-24,3.8194947,36.25,3.75,,,2024-03-24,83.035373349154
2024-03-24,3.8194947,36.5,2.5,,,2024-03-24,57.18584711457668
2024-03-24,3.8194947,36.5,2.75,,,2024-03-24,39.218630748632165
2024-03-24,3.8194947,36.5,3.0,,,2024-03-24,28.309899066231292
2024-03-24,3.8194947,36.5,3.25,,,2024-03-24,32.56184297337359
2024-03-24,3.8194947,36.5,3.5,,,2024-03-24,48.109971773295804
2024-03-24,3.8194947,36.5,3.75,,,2024-03-24,67.55982081549554
2024-03-24,3.8194947,36.75,2.5,0.211745,1.5880693,2024-03-24,49.893335851721524
2024-03-24,3.8194947,36.75,2.75,,,2024-03-24,27.619548433415456
2024-03-24,3.8194947,36.75,3.0,,,2024-03-24,5.345713953294998
2024-03-24,3.8194947,36.75,3.25,,,2024-03-24,16.92811061876691
2024-03-24,3.8194947,36.75,3.5,,,2024-03-24,39.201925363355656
2024-03-24,3.8194947,36.75,3.75,,,2024-03-24,61.475673310100895
2024-03-24,3.8194947,37.0,2.5,0.26741207,1.845933,2024-03-24,57.043668759204486
2024-03-24,3.8194947,37.0,2.75,0.28189027,1.926455,2024-03-24,39.154960218269906
2024-03-24,3.8194947,37.0,3.0,0.28347126,1.9317504,2024-03-24,28.306273869736685
2024-03-24,3.8194947,37.0,3.25,0.269908,1.8761657,2024-03-24,32.53286358811945
2024-03-24,3.8194947,37.0,3.5,0.25186205,1.8190532,2024-03-24,48.00558097221438
2024-03-24,3.8194947,37.0,3.75,0.23390879,1.7509912,2024-03-24,67.3771665595173
2024-03-24,3.8194947,37.25,2.5,0.28508496,1.8605249,2024-03-24,74.59321055978846
2024-03-24,3.8194947,37.25,2.75,0.2786954,1.9094781,2024-03-24,62.03979573410962
2024-03-24,3.8194947,37.25,3.0,0.2878273,1.9750191,2024-03-24,55.85227782011057
2024-03-24,3.8194947,37.25,3.25,0.28326142,1.935497,2024-03-24,58.10140704804029
2024-03-24,3.8194947,37.25,3.5,0.242307,1.7579967,2024-03-24,67.95457758570011
2024-03-24,3.8194947,37.25,3.75,0.20573546,1.6084254,2024-03-24,82.73827358954384
2024-03-25,0.49402538,36.25,2.5,,,2024-03-25,74.81033821417587
2024-03-25,0.49402538,36.25,2.75,,,2024-03-25,62.11983730345671
2024-03-25,0.49402538,36.25,3.0,,,2024-03-25,55.85557448584465
2024-03-25,0.49402538,36.25,3.25,,,2024-03-25,58.13350219663351
2024-03-25,0.49402538,36.25,3.5,,,2024-03-25,68.10175849678386
2024-03-25,0.49402538,36.25,3.75,,,2024-03-25,83.035373349154
2024-03-25,0.49402538,36.5,2.5,,,2024-03-25,57.18584711457668
2024-03-25,0.49402538,36.5,2.75,,,2024-03-25,39.218630748632165
2024-03-25,0.49402538,36.5,3.0,,,2024-03-25,28.309899066231292
2024-03-25,0.49402538,36.5,3.25,,,2024-03-25,32.56184297337359
2024-03-25,0.49402538,36.5,3.5,,,2024-03-25,48.109971773295804
2024-03-25,0.49402538,36.5,3.75,,,2024-03-25,67.55982081549554
2024-03-25,0.49402538,36.75,2.5,0.250264,1.7173697,2024-03-25,49.893335851721524
2024-03-25,0.49402538,36.75,2.75,,,2024-03-25,27.619548433415456
2024-03-25,0.49402538,36.75,3.0,,,2024-03-25,5.345713953294998
2024-03-25,0.49402538,36.75,3.25,,,2024-03-25,16.92811061876691
2024-03-25,0.49402538,36.75,3.5,,,2024-03-25,39.201925363355656
2024-03-25,0.49402538,36.75,3.75,,,2024-03-25,61.475673310100895
2024-03-25,0.49402538,37.0,2.5,0.28764224,1.8703421,2024-03-25,57.043668759204486
2024-03-25,0.49402538,37.0,2.75,0.2899269,1.9260254,2024-03-25,39.154960218269906
2024-03-25,0.49402538,37.0,3.0,0.2819251,1.9120575,2024-03-25,28.306273869736685
2024-03-25,0.49402538,37.0,3.25,0.2632657,1.8471564,2024-03-25,32.53286358811945
2024-03-25,0.49402538,37.0,3.5,0.2418375,1.7804644,2024-03-25,48.00558097221438
2024-03-25,0.49402538,37.0,3.75,0.22689421,1.7346704,2024-03-25,67.3771665595173
2024-03-25,0.49402538,37.25,2.5,0.31399053,1.9131967,2024-03-25,74.59321055978846
2024-03-25,0.49402538,37.25,2.75,0.30442974,1.9454654,2024-03-25,62.03979573410962
2024-03-25,0.49402538,37.25,3.0,0.3061349,1.984811,2024-03-25,55.85227782011057
2024-03-25,0.49402538,37.25,3.25,0.29074568,1.9302591,2024-03-25,58.10140704804029
2024-03-25,0.49402538,37.25,3.5,0.24278386,1.7486923,2024-03-25,67.95457758570011
2024-03-25,0.49402538,37.25,3.75,0.20235935,1.5878004,2024-03-25,82.73827358954384
2024-03-25,1.5413754,36.25,2.5,,,2024-03-25,74.81033821417587
2024-03-25,1.5413754,36.25,2.75,,,2024-03-25,62.11983730345671
2024-03-25,1.5413754,36.25,3.0,,,2024-03-25,55.85557448584465
2024-03-25,1.5413754,36.25,3.25,,,2024-03-25,58.13350219663351
2024-03-25,1.5413754,36.25,3.5,,,2024-03-25,68.10175849678386
2024-03-25,1.5413754,36.25,3.75,,,2024-03-25,83.035373349154
2024-03-25,1.5413754,36.5,2.5,,,2024-03-25,57.18584711457668
2024-03-25,1.5413754,36.5,2.75,,,2024-03-25,39.218630748632165
2024-03-25,1.5413754,36.5,3.0,,,2024-03-25,28.309899066231292
2024-03-25,1.5413754,36.5,3.25,,,2024-03-25,32.56184297337359
2024-03-25,1.5413754,36.5,3.5,,,2024-03-25,48.109971773295804
2024-03-25,1.5413754,36.5,3.75,,,2024-03-25,67.55982081549554
2024-03-25,1.5413754,36.75,2.5,0.25034297,1.7175082,2024-03-25,49.893335851721524
2024-03-25,1.5413754,36.75,2.75,,,2024-03-25,27.619548433415456
2024-03-25,1.5413754,36.75,3.0,,,2024-03-25,5.345713953294998
2024-03-25,1.5413754,36.75,3.25,,,2024-03-25,16.92811061876691
2024-03-25,1.5413754,36.75,3.5,,,2024-03-25,39.201925363355656
2024-03-25,1.5413754,36.75,3.75,,,2024-03-25,61.475673310100895
2024-03-25,1.5413754,37.0,2.5,0.2876747,1.8703616,2024-03-25,57.043668759204486
2024-03-25,1.5413754,37.0,2.75,0.28994912,1.9260126,2024-03-25,39.154960218269906
2024-03-25,1.5413754,37.0,3.0,0.28193837,1.9120127,2024-03-25,28.306273869736685
2024-03-25,1.5413754,37.0,3.25,0.2632733,1.8471105,2024-03-25,32.53286358811945
2024-03-25,1.5413754,37.0,3.5,0.24183625,1.780396,2024-03-25,48.00558097221438
2024-03-25,1.5413754,37.0,3.75,0.22688587,1.7345573,2024-03-25,67.3771665595173
2024-03-25,1.5413754,37.25,2.5,0.31402513,1.9132502,2024-03-25,74.59321055978846
2024-03-25,1.5413754,37.25,2.75,0.30446455,1.945523,2024-03-25,62.03979573410962
2024-03-25,1.5413754,37.25,3.0,0.3061756,1.9848808,2024-03-25,55.85227782011057
2024-03-25,1.5413754,37.25,3.25,0.2907815,1.9303268,2024-03-25,58.10140704804029
2024-03-25,1.5413754,37.25,3.5,0.24280235,1.7487242,2024-03-25,67.95457758570011
2024-03-25,1.5413754,37.25,3.75,0.20236558,1.5877935,2024-03-25,82.73827358954384
2024-03-25,2.6456685,36.25,2.5,,,2024-03-25,74.81033821417587
2024-03-25,2.6456685,36.25,2.75,,,2024-03-25,62.11983730345671
2024-03-25,2.6456685,36.25,3.0,,,2024-03-25,55.85557448584465
2024-03-25,2.6456685,36.25,3.25,,,2024-03-25,58.13350219663351
2024-03-25,2.6456685,36.25,3.5,,,2024-03-25,68.10175849678386
2024-03-25,2.6456685,36.25,3.75,,,2024-03-25,83.035373349154
2024-03-25,2.6456685,36.5,2.5,,,2024-03-25,57.18584711457668
2024-03-25,2.6456685,36.5,2.75,,,2024-03-25,39.218630748632165
2024-03-25,2.6456685,36.5,3.0,,,2024-03-25,28.309899066231292
2024-03-25,2.6456685,36.5,3.25,,,2024-03-25,32.56184297337359
2024-03-25,2.6456685,36.5,3.5,,,2024-03-25,48.109971773295804
2024-03-25,2.6456685,36.5,3.75,,,2024-03-25,67.55982081549554
2024-03-25,2.6456685,36.75,2.5,0.2504943,1.7177749,2024-03-25,49.893335851721524
2024-03-25,2.6456685,36.75,2.75,,,2024-03-25,27.619548433415456
2024-03-25,2.6456685,36.75,3.0,,,2024-03-25,5.345713953294998
2024-03-25,2.6456685,36.75,3.25,,,2024-03-25,16.92811061876691
2024-03-25,2.6456685,36.75,3.5,,,2024-03-25,39.201925363355656
2024-03-25,2.6456685,36.75,3.75,,,2024-03-25,61.475673310100895
2024-03-25,2.6456685,37.0,2.5,0.2877395,1.8704036,2024-03-25,57.043668759204486
2024-03-25,2.6456685,37.0,2.75,0.28999472,1.9259946,2024-03-25,39.154960218269906
2024-03-25,2.6456685,37.0,3.0,0.28196648,1.9119242,2024-03-25,28.306273869736685
2024-03-25,2.6456685,37.0,3.25,0.26328984,1.8470101,2024-03-25,32.53286358811945
2024-03-25,2.6456685,37.0,3.5,0.24183306,1.7802328,2024-03-25,48.00558097221438
2024-03-25,2.6456685,37.0,3.75,0.22686599,1.7342843,2024-03-25,67.3771665595173
2024-03-25,2.6456685,37.25,2.5,0.31409675,1.9133614,2024-03-25,74.59321055978846
2024-03-25,2.6456685,37.25,2.75,0.30453706,1.945643,2024-03-25,62.03979573410962
2024-03-25,2.6456685,37.25,3.0,0.30626085,1.9850281,2024-03-25,55.85227782011057
2024-03-25,2.6456685,37.25,3.25,0.29085755,1.9304713,2024-03-25,58.10140704804029
2024-03-25,2.6456685,37.25,3.5,0.24284254,1.7487934,2024-03-25,67.95457758570011
2024-03-25,2.6456685,37.25,3.75,0.20237978,1.587778,2024-03-25,82.73827358954384
2024-03-25,3.8194947,36.25,2.5,,,2024-03-25,74.81033821417587
2024-03-25,3.8194947,36.25,2.75,,,2024-03-25,62.11983730345671
2024-03-25,3.8194947,36.25,3.0,,,2024-03-25,55.85557448584465
2024-03-25,3.8194947,36.25,3.25,,,2024-03-25,58.13350219663351
2024-03-25,3.8194947,36.25,3.5,,,2024-03-25,68.10175849678386
2024-03-25,3.8194947,36.25,3.75,,,2024-03-25,83.035373349154
2024-03-25,3.8194947,36.5,2.5,,,2024-03-25,57.18584711457668
2024-03-25,3.8194947,36.5,2.75,,,2024-03-25,39.218630748632165
2024-03-25,3.8194947,36.5,3.0,,,2024-03-25,28.309899066231292
2024-03-25,3.8194947,36.5,3.25,,,2024-03-25,32.56184297337359
2024-03-25,3.8194947,36.5,3.5,,,2024-03-25,48.109971773295804
2024-03-25,3.8194947,36.5,3.75,,,2024-03-25,67.55982081549554
2024-03-25,3.8194947,36.75,2.5,0.2507343,1.7181938,2024-03-25,49.893335851721524
2024-03-25,3.8194947,36.75,2.75,,,2024-03-25,27.619548433415456
2024-03-25,3.8194947,36.75,3.0,,,2024-03-25,5.345713953294998
2024-03-25,3.8194947,36.75,3.25,,,2024-03-25,16.92811061876691
2024-03-25,3.8194947,36.75,3.5,,,2024-03-25,39.201925363355656
2024-03-25,3.8194947,36.75,3.75,,,2024-03-25,61.475673310100895
2024-03-25,3.8194947,37.0,2.5,0.2878357,1.8704673,2024-03-25,57.043668759204486
2024-03-25,3.8194947,37.0,2.75,0.2900632,1.9259696,2024-03-25,39.154960218269906
2024-03-25,3.8194947,37.0,3.0,0.28201,1.9117905,2024-03-25,28.306273869736685
2024-03-25,3.8194947,37.0,3.25,0.26331773,1.8468565,2024-03-25,32.53286358811945
2024-03-25,3.8194947,37.0,3.5,0.24182881,1.7799599,2024-03-25,48.00558097221438
2024-03-25,3.8194947,37.0,3.75,0.22683413,1.7338269,2024-03-25,67.3771665595173
2024-03-25,3.8194947,37.25,2.5,0.31420574,1.9135307,2024-03-25,74.59321055978846
2024-03-25,3.8194947,37.25,2.75,0.30464828,1.9458268,2024-03-25,62.03979573410962
2024-03-25,3.8194947,37.25,3.0,0.3063926,1.9852561,2024-03-25,55.85227782011057
2024-03-25,3.8194947,37.25,3.25,0.29097718,1.9306995,2024-03-25,58.10140704804029
2024-03-25,3.8194947,37.25,3.5,0.24290784,1.7489053,2024-03-25,67.95457758570011
2024-03-25,3.8194947,37.25,3.75,0.20240413,1.5877527,2024-03-25,82.73827358954384
2024-03-26,0.49402538,36.25,2.5,,,2024-03-26,74.81033821417587
2024-03-26,0.49402538,36.25,2.75,,,2024-03-26,62.11983730345671
2024-03-26,0.49402538,36.25,3.0,,,2024-03-26,55.85557448584465
2024-03-26,0.49402538,36.25,3.25,,,2024-03-26,58.13350219663351
2024-03-26,0.49402538,36.25,3.5,,,2024-03-26,68.10175849678386
2024-03-26,0.49402538,36.25,3.75,,,2024-03-26,83.035373349154
2024-03-26,0.49402538,36.5,2.5,,,2024-03-26,57.18584711457668
2024-03-26,0.49402538,36.5,2.75,,,2024-03-26,39.218630748632165
2024-03-26,0.49402538,36.5,3.0,,,2024-03-26,28.309899066231292
2024-03-26,0.49402538,36.5,3.25,,,2024-03-26,32.56184297337359
2024-03-26,0.49402538,36.5,3.5,,,2024-03-26,48.109971773295804
2024-03-26,0.49402538,36.5,3.75,,,2024-03-26,67.55982081549554
2024-03-26,0.49402538,36.75,2.5,0.36388582,2.0807881,2024-03-26,49.893335851721524
2024-03-26,0.49402538,36.75,2.75,,,2024-03-26,27.619548433415456
2024-03-26,0.49402538,36.75,3.0,,,2024-03-26,5.345713953294998
2024-03-26,0.49402538,36.75,3.25,,,2024-03-26,16.92811061876691
2024-03-26,0.49402538,36.75,3.5,,,2024-03-26,39.201925363355656
2024-03-26,0.49402538,36.75,3.75,,,2024-03-26,61.475673310100895
2024-03-26,0.49402538,37.0,2.5,0.35015357,1.9267461,2024-03-26,57.043668759204486
2024-03-26,0.49402538,37.0,2.75,0.3396324,1.9454734,2024-03-26,39.154960218269906
2024-03-26,0.49402538,37.0,3.0,0.32316035,1.9253778,2024-03-26,28.306273869736685
2024-03-26,0.49402538,37.0,3.25,0.29843217,1.863139,2024-03-26,32.53286358811945
2024-03-26,0.49402538,37.0,3.5,0.2627605,1.7700378,2024-03-26,48.00558097221438
2024-03-26,0.49402538,37.0,3.75,0.23995127,1.7149516,2024-03-26,67.3771665595173
2024-03-26,0.49402538,37.25,2.5,0.4388637,2.1551208,2024-03-26,74.59321055978846
2024-03-26,0.49402538,37.25,2.75,0.43994704,2.1888144,2024-03-26,62.03979573410962
2024-03-26,0.49402538,37.25,3.0,0.415142,2.1375058,2024-03-26,55.85227782011057
2024-03-26,0.49402538,37.25,3.25,0.38422844,2.0561852,2024-03-26,58.10140704804029
2024-03-26,0.49402538,37.25,3.5,0.31879258,1.8708534,2024-03-26,67.95457758570011
2024-03-26,0.49402538,37.25,3.75,0.24458557,1.6285313,2024-03-26,82.73827358954384
2024-03-26,1.5413754,36.25,2.5,,,2024-03-26,74.81033821417587
2024-03-26,1.5413754,36.25,2.75,,,2024-03-26,62.11983730345671
2024-03-26,1.5413754,36.25,3.0,,,2024-03-26,55.85557448584465
2024-03-26,1.5413754,36.25,3.25,,,2024-03-26,58.13350219663351
2024-03-26,1.5413754,36.25,3.5,,,2024-03-26,68.10175849678386
2024-03-26,1.5413754,36.25,3.75,,,2024-03-26,83.035373349154
2024-03-26,1.5413754,36.5,2.5,,,2024-03-26,57.18584711457668
2024-03-26,1.5413754,36.5,2.75,,,2024-03-26,39.218630748632165
2024-03-26,1.5413754,36.5,3.0,,,2024-03-26,28.309899066231292
2024-03-26,1.5413754,36.5,3.25,,,2024-03-26,32.56184297337359
2024-03-26,1.5413754,36.5,3.5,,,2024-03-26,48.109971773295804
