time,depth,latitude,longitude,o2,day,distance_km
2024-06-02,1.5413754,36.75,2.5,236.06628,2024-06-02,49.893335851721524
2024-06-02,1.5413754,36.75,2.75,,2024-06-02,27.619548433415456
2024-06-02,1.5413754,36.75,3.0,,2024-06-02,5.345713953294998
2024-06-02,1.5413754,36.75,3.25,,2024-06-02,16.92811061876691
2024-06-02,1.5413754,36.75,3.5,,2024-06-02,39.201925363355656
2024-06-02,1.5413754,36.75,3.75,,2024-06-02,61.475673310100895
2024-06-02,1.5413754,37.0,2.5,232.5891,2024-06-02,57.043668759204486
2024-06-02,1.5413754,37.0,2.75,232.54303,2024-06-02,39.154960218269906
2024-06-02,1.5413754,37.0,3.0,232.58629,2024-06-02,28.306273869736685
2024-06-02,1.5413754,37.0,3.25,232.86215,2024-06-02,32.53286358811945
2024-06-02,1.5413754,37.0,3.5,233.57799,2024-06-02,48.00558097221438
2024-06-02,1.5413754,37.0,3.75,236.62436,2024-06-02,67.3771665595173
2024-06-02,1.5413754,37.25,2.5,231.53903,2024-06-02,74.59321055978846
2024-06-02,1.5413754,37.25,2.75,231.70981,2024-06-02,62.03979573410962
2024-06-02,1.5413754,37.25,3.0,231.82933,2024-06-02,55.85227782011057
2024-06-02,1.5413754,37.25,3.25,231.70131,2024-06-02,58.10140704804029
2024-06-02,1.5413754,37.25,3.5,231.32298,2024-06-02,67.95457758570011
2024-06-02,1.5413754,37.25,3.75,231.55765,2024-06-02,82.73827358954384
2024-06-02,2.6456685,36.25,2.5,,2024-06-02,74.81033821417587
2024-06-02,2.6456685,36.25,2.75,,2024-06-02,62.11983730345671
2024-06-02,2.6456685,36.25,3.0,,2024-06-02,55.85557448584465
2024-06-02,2.6456685,36.25,3.25,,2024-06-02,58.13350219663351
2024-06-02,2.6456685,36.25,3.5,,2024-06-02,68.10175849678386
2024-06-02,2.6456685,36.25,3.75,,2024-06-02,83.035373349154
2024-06-02,2.6456685,36.5,2.5,,2024-06-02,57.18584711457668
2024-06-02,2.6456685,36.5,2.75,,2024-06-02,39.218630748632165
2024-06-02,2.6456685,36.5,3.0,,2024-06-02,28.309899066231292
2024-06-02,2.6456685,36.5,3.25,,2024-06-02,32.56184297337359
2024-06-02,2.6456685,36.5,3.5,,2024-06-02,48.109971773295804
2024-06-02,2.6456685,36.5,3.75,,2024-06-02,67.55982081549554
2024-06-02,2.6456685,36.75,2.5,236.08083,2024-06-02,49.893335851721524
2024-06-02,2.6456685,36.75,2.75,,2024-06-02,27.619548433415456
2024-06-02,2.6456685,36.75,3.0,,2024-06-02,5.345713953294998
2024-06-02,2.6456685,36.75,3.25,,2024-06-02,16.92811061876691
2024-06-02,2.6456685,36.75,3.5,,2024-06-02,39.201925363355656
2024-06-02,2.6456685,36.75,3.75,,2024-06-02,61.475673310100895
2024-06-02,2.6456685,37.0,2.5,232.59966,2024-06-02,57.043668759204486
2024-06-02,2.6456685,37.0,2.75,232.55295,2024-06-02,39.154960218269906
2024-06-02,2.6456685,37.0,3.0,232.59558,2024-06-02,28.306273869736685
2024-06-02,2.6456685,37.0,3.25,232.87129,2024-06-02,32.53286358811945
2024-06-02,2.6456685,37.0,3.5,233.58682,2024-06-02,48.00558097221438
2024-06-02,2.6456685,37.0,3.75,236.63339,2024-06-02,67.3771665595173
2024-06-02,2.6456685,37.25,2.5,231.54794,2024-06-02,74.59321055978846
2024-06-02,2.6456685,37.25,2.75,231.71906,2024-06-02,62.03979573410962
2024-06-02,2.6456685,37.25,3.0,231.83864,2024-06-02,55.85227782011057
2024-06-02,2.6456685,37.25,3.25,231.71017,2024-06-02,58.10140704804029
2024-06-02,2.6456685,37.25,3.5,231.33167,2024-06-02,67.95457758570011
2024-06-02,2.6456685,37.25,3.75,231.56639,2024-06-02,82.73827358954384
2024-06-02,3.8194947,36.25,2.5,,2024-06-02,74.81033821417587
2024-06-02,3.8194947,36.25,2.75,,2024-06-02,62.11983730345671
2024-06-02,3.8194947,36.25,3.0,,2024-06-02,55.85557448584465
2024-06-02,3.8194947,36.25,3.25,,2024-06-02,58.13350219663351
2024-06-02,3.8194947,36.25,3.5,,2024-06-02,68.10175849678386
2024-06-02,3.8194947,36.25,3.75,,2024-06-02,83.035373349154
2024-06-02,3.8194947,36.5,2.5,,2024-06-02,57.18584711457668
2024-06-02,3.8194947,36.5,2.75,,2024-06-02,39.218630748632165
2024-06-02,3.8194947,36.5,3.0,,2024-06-02,28.309899066231292
2024-06-02,3.8194947,36.5,3.25,,2024-06-02,32.56184297337359
2024-06-02,3.8194947,36.5,3.5,,2024-06-02,48.109971773295804
2024-06-02,3.8194947,36.5,3.75,,2024-06-02,67.55982081549554
2024-06-02,3.8194947,36.75,2.5,236.09583,2024-06-02,49.893335851721524
2024-06-02,3.8194947,36.75,2.75,,2024-06-02,27.619548433415456
2024-06-02,3.8194947,36.75,3.0,,2024-06-02,5.345713953294998
2024-06-02,3.8194947,36.75,3.25,,2024-06-02,16.92811061876691
2024-06-02,3.8194947,36.75,3.5,,2024-06-02,39.201925363355656
2024-06-02,3.8194947,36.75,3.75,,2024-06-02,61.475673310100895
2024-06-02,3.8194947,37.0,2.5,232.61015,2024-06-02,57.043668759204486
2024-06-02,3.8194947,37.0,2.75,232.5629,2024-06-02,39.154960218269906
2024-06-02,3.8194947,37.0,3.0,232.60484,2024-06-02,28.306273869736685
2024-06-02,3.8194947,37.0,3.25,232.88048,2024-06-02,32.53286358811945
2024-06-02,3.8194947,37.0,3.5,233.59572,2024-06-02,48.00558097221438
2024-06-02,3.8194947,37.0,3.75,236.64247,2024-06-02,67.3771665595173
2024-06-02,3.8194947,37.25,2.5,231.55673,2024-06-02,74.59321055978846
2024-06-02,3.8194947,37.25,2.75,231.7282,2024-06-02,62.03979573410962
2024-06-02,3.8194947,37.25,3.0,231.84785,2024-06-02,55.85227782011057
2024-06-02,3.8194947,37.25,3.25,231.71906,2024-06-02,58.10140704804029
2024-06-02,3.8194947,37.25,3.5,231.34041,2024-06-02,67.95457758570011
2024-06-02,3.8194947,37.25,3.75,231.57503,2024-06-02,82.73827358954384
2024-06-03,0.49402538,36.25,2.5,,2024-06-03,74.81033821417587
2024-06-03,0.49402538,36.25,2.75,,2024-06-03,62.11983730345671
2024-06-03,0.49402538,36.25,3.0,,2024-06-03,55.85557448584465
2024-06-03,0.49402538,36.25,3.25,,2024-06-03,58.13350219663351
2024-06-03,0.49402538,36.25,3.5,,2024-06-03,68.10175849678386
2024-06-03,0.49402538,36.25,3.75,,2024-06-03,83.035373349154
2024-06-03,0.49402538,36.5,2.5,,2024-06-03,57.18584711457668
2024-06-03,0.49402538,36.5,2.75,,2024-06-03,39.218630748632165
2024-06-03,0.49402538,36.5,3.0,,2024-06-03,28.309899066231292
2024-06-03,0.49402538,36.5,3.25,,2024-06-03,32.56184297337359
2024-06-03,0.49402538,36.5,3.5,,2024-06-03,48.109971773295804
2024-06-03,0.49402538,36.5,3.75,,2024-06-03,67.55982081549554
2024-06-03,0.49402538,36.75,2.5,236.13058,2024-06-03,49.893335851721524
2024-06-03,0.49402538,36.75,2.75,,2024-06-03,27.619548433415456
2024-06-03,0.49402538,36.75,3.0,,2024-06-03,5.345713953294998
2024-06-03,0.49402538,36.75,3.25,,2024-06-03,16.92811061876691
2024-06-03,0.49402538,36.75,3.5,,2024-06-03,39.201925363355656
2024-06-03,0.49402538,36.75,3.75,,2024-06-03,61.475673310100895
2024-06-03,0.49402538,37.0,2.5,232.17014,2024-06-03,57.043668759204486
2024-06-03,0.49402538,37.0,2.75,232.1781,2024-06-03,39.154960218269906
2024-06-03,0.49402538,37.0,3.0,232.37782,2024-06-03,28.306273869736685
2024-06-03,0.49402538,37.0,3.25,232.828,2024-06-03,32.53286358811945
2024-06-03,0.49402538,37.0,3.5,234.2723,2024-06-03,48.00558097221438
2024-06-03,0.49402538,37.0,3.75,237.91747,2024-06-03,67.3771665595173
2024-06-03,0.49402538,37.25,2.5,231.04434,2024-06-03,74.59321055978846
2024-06-03,0.49402538,37.25,2.75,231.14919,2024-06-03,62.03979573410962
2024-06-03,0.49402538,37.25,3.0,231.25925,2024-06-03,55.85227782011057
2024-06-03,0.49402538,37.25,3.25,231.33269,2024-06-03,58.10140704804029
2024-06-03,0.49402538,37.25,3.5,231.23318,2024-06-03,67.95457758570011
2024-06-03,0.49402538,37.25,3.75,232.08447,2024-06-03,82.73827358954384
2024-06-03,1.5413754,36.25,2.5,,2024-06-03,74.81033821417587
2024-06-03,1.5413754,36.25,2.75,,2024-06-03,62.11983730345671
2024-06-03,1.5413754,36.25,3.0,,2024-06-03,55.85557448584465
2024-06-03,1.5413754,36.25,3.25,,2024-06-03,58.13350219663351
2024-06-03,1.5413754,36.25,3.5,,2024-06-03,68.10175849678386
2024-06-03,1.5413754,36.25,3.75,,2024-06-03,83.035373349154
2024-06-03,1.5413754,36.5,2.5,,2024-06-03,57.18584711457668
2024-06-03,1.5413754,36.5,2.75,,2024-06-03,39.218630748632165
2024-06-03,1.5413754,36.5,3.0,,2024-06-03,28.309899066231292
2024-06-03,1.5413754,36.5,3.25,,2024-06-03,32.56184297337359
2024-06-03,1.5413754,36.5,3.5,,2024-06-03,48.109971773295804
2024-06-03,1.5413754,36.5,3.75,,2024-06-03,67.55982081549554
2024-06-03,1.5413754,36.75,2.5,236.14659,2024-06-03,49.893335851721524
2024-06-03,1.5413754,36.75,2.75,,2024-06-03,27.619548433415456
2024-06-03,1.5413754,36.75,3.0,,2024-06-03,5.345713953294998
2024-06-03,1.5413754,36.75,3.25,,2024-06-03,16.92811061876691
2024-06-03,1.5413754,36.75,3.5,,2024-06-03,39.201925363355656
2024-06-03,1.5413754,36.75,3.75,,2024-06-03,61.475673310100895
2024-06-03,1.5413754,37.0,2.5,232.18071,2024-06-03,57.043668759204486
2024-06-03,1.5413754,37.0,2.75,232.1882,2024-06-03,39.154960218269906
2024-06-03,1.5413754,37.0,3.0,232.38783,2024-06-03,28.306273869736685
2024-06-03,1.5413754,37.0,3.25,232.83804,2024-06-03,32.53286358811945
2024-06-03,1.5413754,37.0,3.5,234.2824,2024-06-03,48.00558097221438
2024-06-03,1.5413754,37.0,3.75,237.9275,2024-06-03,67.3771665595173
2024-06-03,1.5413754,37.25,2.5,231.05394,2024-06-03,74.59321055978846
2024-06-03,1.5413754,37.25,2.75,231.1589,2024-06-03,62.03979573410962
2024-06-03,1.5413754,37.25,3.0,231.269,2024-06-03,55.85227782011057
2024-06-03,1.5413754,37.25,3.25,231.34233,2024-06-03,58.10140704804029
2024-06-03,1.5413754,37.25,3.5,231.24294,2024-06-03,67.95457758570011
2024-06-03,1.5413754,37.25,3.75,232.09445,2024-06-03,82.73827358954384
2024-06-03,2.6456685,36.25,2.5,,2024-06-03,74.81033821417587
2024-06-03,2.6456685,36.25,2.75,,2024-06-03,62.11983730345671
2024-06-03,2.6456685,36.25,3.0,,2024-06-03,55.85557448584465
2024-06-03,2.6456685,36.25,3.25,,2024-06-03,58.13350219663351
2024-06-03,2.6456685,36.25,3.5,,2024-06-03,68.10175849678386
2024-06-03,2.6456685,36.25,3.75,,2024-06-03,83.035373349154
2024-06-03,2.6456685,36.5,2.5,,2024-06-03,57.18584711457668
2024-06-03,2.6456685,36.5,2.75,,2024-06-03,39.218630748632165
2024-06-03,2.6456685,36.5,3.0,,2024-06-03,28.309899066231292
2024-06-03,2.6456685,36.5,3.25,,2024-06-03,32.56184297337359
2024-06-03,2.6456685,36.5,3.5,,2024-06-03,48.109971773295804
2024-06-03,2.6456685,36.5,3.75,,2024-06-03,67.55982081549554
2024-06-03,2.6456685,36.75,2.5,236.16223,2024-06-03,49.893335851721524
2024-06-03,2.6456685,36.75,2.75,,2024-06-03,27.619548433415456
2024-06-03,2.6456685,36.75,3.0,,2024-06-03,5.345713953294998
2024-06-03,2.6456685,36.75,3.25,,2024-06-03,16.92811061876691
2024-06-03,2.6456685,36.75,3.5,,2024-06-03,39.201925363355656
2024-06-03,2.6456685,36.75,3.75,,2024-06-03,61.475673310100895
2024-06-03,2.6456685,37.0,2.5,232.19121,2024-06-03,57.043668759204486
2024-06-03,2.6456685,37.0,2.75,232.19829,2024-06-03,39.154960218269906
2024-06-03,2.6456685,37.0,3.0,232.39781,2024-06-03,28.306273869736685
2024-06-03,2.6456685,37.0,3.25,232.84816,2024-06-03,32.53286358811945
2024-06-03,2.6456685,37.0,3.5,234.29236,2024-06-03,48.00558097221438
2024-06-03,2.6456685,37.0,3.75,237.93759,2024-06-03,67.3771665595173
2024-06-03,2.6456685,37.25,2.5,231.06342,2024-06-03,74.59321055978846
2024-06-03,2.6456685,37.25,2.75,231.16847,2024-06-03,62.03979573410962
2024-06-03,2.6456685,37.25,3.0,231.27863,2024-06-03,55.85227782011057
2024-06-03,2.6456685,37.25,3.25,231.35204,2024-06-03,58.10140704804029
2024-06-03,2.6456685,37.25,3.5,231.25278,2024-06-03,67.95457758570011
2024-06-03,2.6456685,37.25,3.75,232.10431,2024-06-03,82.73827358954384
2024-06-03,3.8194947,36.25,2.5,,2024-06-03,74.81033821417587
2024-06-03,3.8194947,36.25,2.75,,2024-06-03,62.11983730345671
2024-06-03,3.8194947,36.25,3.0,,2024-06-03,55.85557448584465
2024-06-03,3.8194947,36.25,3.25,,2024-06-03,58.13350219663351
2024-06-03,3.8194947,36.25,3.5,,2024-06-03,68.10175849678386
2024-06-03,3.8194947,36.25,3.75,,2024-06-03,83.035373349154
2024-06-03,3.8194947,36.5,2.5,,2024-06-03,57.18584711457668
2024-06-03,3.8194947,36.5,2.75,,2024-06-03,39.218630748632165
2024-06-03,3.8194947,36.5,3.0,,2024-06-03,28.309899066231292
2024-06-03,3.8194947,36.5,3.25,,2024-06-03,32.56184297337359
2024-06-03,3.8194947,36.5,3.5,,2024-06-03,48.109971773295804
2024-06-03,3.8194947,36.5,3.75,,2024-06-03,67.55982081549554
2024-06-03,3.8194947,36.75,2.5,236.17773,2024-06-03,49.893335851721524
2024-06-03,3.8194947,36.75,2.75,,2024-06-03,27.619548433415456
2024-06-03,3.8194947,36.75,3.0,,2024-06-03,5.345713953294998
2024-06-03,3.8194947,36.75,3.25,,2024-06-03,16.92811061876691
2024-06-03,3.8194947,36.75,3.5,,2024-06-03,39.201925363355656
2024-06-03,3.8194947,36.75,3.75,,2024-06-03,61.475673310100895
2024-06-03,3.8194947,37.0,2.5,232.20163,2024-06-03,57.043668759204486
2024-06-03,3.8194947,37.0,2.75,232.20831,2024-06-03,39.154960218269906
2024-06-03,3.8194947,37.0,3.0,232.40778,2024-06-03,28.306273869736685
2024-06-03,3.8194947,37.0,3.25,232.85834,2024-06-03,32.53286358811945
2024-06-03,3.8194947,37.0,3.5,234.30225,2024-06-03,48.00558097221438
2024-06-03,3.8194947,37.0,3.75,237.94775,2024-06-03,67.3771665595173
2024-06-03,3.8194947,37.25,2.5,231.07271,2024-06-03,74.59321055978846
2024-06-03,3.8194947,37.25,2.75,231.17786,2024-06-03,62.03979573410962
2024-06-03,3.8194947,37.25,3.0,231.28815,2024-06-03,55.85227782011057
2024-06-03,3.8194947,37.25,3.25,231.36182,2024-06-03,58.10140704804029
2024-06-03,3.8194947,37.25,3.5,231.26274,2024-06-03,67.95457758570011
2024-06-03,3.8194947,37.25,3.75,232.114,2024-06-03,82.73827358954384
2024-06-04,0.49402538,36.25,2.5,,2024-06-04,74.81033821417587
2024-06-04,0.49402538,36.25,2.75,,2024-06-04,62.11983730345671
2024-06-04,0.49402538,36.25,3.0,,2024-06-04,55.85557448584465
2024-06-04,0.49402538,36.25,3.25,,2024-06-04,58.13350219663351
2024-06-04,0.49402538,36.25,3.5,,2024-06-04,68.10175849678386
2024-06-04,0.49402538,36.25,3.75,,2024-06-04,83.035373349154
2024-06-04,0.49402538,36.5,2.5,,2024-06-04,57.18584711457668
2024-06-04,0.49402538,36.5,2.75,,2024-06-04,39.218630748632165
2024-06-04,0.49402538,36.5,3.0,,2024-06-04,28.309899066231292
2024-06-04,0.49402538,36.5,3.25,,2024-06-04,32.56184297337359
2024-06-04,0.49402538,36.5,3.5,,2024-06-04,48.109971773295804
2024-06-04,0.49402538,36.5,3.75,,2024-06-04,67.55982081549554
2024-06-04,0.49402538,36.75,2.5,235.99579,2024-06-04,49.893335851721524
2024-06-04,0.49402538,36.75,2.75,,2024-06-04,27.619548433415456
2024-06-04,0.49402538,36.75,3.0,,2024-06-04,5.345713953294998
2024-06-04,0.49402538,36.75,3.25,,2024-06-04,16.92811061876691
2024-06-04,0.49402538,36.75,3.5,,2024-06-04,39.201925363355656
2024-06-04,0.49402538,36.75,3.75,,2024-06-04,61.475673310100895
2024-06-04,0.49402538,37.0,2.5,232.01341,2024-06-04,57.043668759204486
2024-06-04,0.49402538,37.0,2.75,232.10207,2024-06-04,39.154960218269906
2024-06-04,0.49402538,37.0,3.0,232.31949,2024-06-04,28.306273869736685
2024-06-04,0.49402538,37.0,3.25,233.03458,2024-06-04,32.53286358811945
2024-06-04,0.49402538,37.0,3.5,235.18279,2024-06-04,48.00558097221438
2024-06-04,0.49402538,37.0,3.75,238.88678,2024-06-04,67.3771665595173
2024-06-04,0.49402538,37.25,2.5,230.58105,2024-06-04,74.59321055978846
2024-06-04,0.49402538,37.25,2.75,230.70567,2024-06-04,62.03979573410962
2024-06-04,0.49402538,37.25,3.0,230.87723,2024-06-04,55.85227782011057
2024-06-04,0.49402538,37.25,3.25,230.97289,2024-06-04,58.10140704804029
2024-06-04,0.49402538,37.25,3.5,231.014,2024-06-04,67.95457758570011
2024-06-04,0.49402538,37.25,3.75,232.30829,2024-06-04,82.73827358954384
2024-06-04,1.5413754,36.25,2.5,,2024-06-04,74.81033821417587
2024-06-04,1.5413754,36.25,2.75,,2024-06-04,62.11983730345671
2024-06-04,1.5413754,36.25,3.0,,2024-06-04,55.85557448584465
2024-06-04,1.5413754,36.25,3.25,,2024-06-04,58.13350219663351
2024-06-04,1.5413754,36.25,3.5,,2024-06-04,68.10175849678386
2024-06-04,1.5413754,36.25,3.75,,2024-06-04,83.035373349154
2024-06-04,1.5413754,36.5,2.5,,2024-06-04,57.18584711457668
2024-06-04,1.5413754,36.5,2.75,,2024-06-04,39.218630748632165
2024-06-04,1.5413754,36.5,3.0,,2024-06-04,28.309899066231292
2024-06-04,1.5413754,36.5,3.25,,2024-06-04,32.56184297337359
2024-06-04,1.5413754,36.5,3.5,,2024-06-04,48.109971773295804
2024-06-04,1.5413754,36.5,3.75,,2024-06-04,67.55982081549554
2024-06-04,1.5413754,36.75,2.5,236.01465,2024-06-04,49.893335851721524
2024-06-04,1.5413754,36.75,2.75,,2024-06-04,27.619548433415456
2024-06-04,1.5413754,36.75,3.0,,2024-06-04,5.345713953294998
2024-06-04,1.5413754,36.75,3.25,,2024-06-04,16.92811061876691
2024-06-04,1.5413754,36.75,3.5,,2024-06-04,39.201925363355656
2024-06-04,1.5413754,36.75,3.75,,2024-06-04,61.475673310100895
2024-06-04,1.5413754,37.0,2.5,232.02655,2024-06-04,57.043668759204486
2024-06-04,1.5413754,37.0,2.75,232.1153,2024-06-04,39.154960218269906
2024-06-04,1.5413754,37.0,3.0,232.3327,2024-06-04,28.306273869736685
2024-06-04,1.5413754,37.0,3.25,233.04773,2024-06-04,32.53286358811945
2024-06-04,1.5413754,37.0,3.5,235.19603,2024-06-04,48.00558097221438
2024-06-04,1.5413754,37.0,3.75,238.89978,2024-06-04,67.3771665595173
2024-06-04,1.5413754,37.25,2.5,230.59245,2024-06-04,74.59321055978846
2024-06-04,1.5413754,37.25,2.75,230.71703,2024-06-04,62.03979573410962
2024-06-04,1.5413754,37.25,3.0,230.88875,2024-06-04,55.85227782011057
2024-06-04,1.5413754,37.25,3.25,230.98409,2024-06-04,58.10140704804029
2024-06-04,1.5413754,37.25,3.5,231.02513,2024-06-04,67.95457758570011
2024-06-04,1.5413754,37.25,3.75,232.31999,2024-06-04,82.73827358954384
2024-06-04,2.6456685,36.25,2.5,,2024-06-04,74.81033821417587
2024-06-04,2.6456685,36.25,2.75,,2024-06-04,62.11983730345671
2024-06-04,2.6456685,36.25,3.0,,2024-06-04,55.85557448584465
2024-06-04,2.6456685,36.25,3.25,,2024-06-04,58.13350219663351
2024-06-04,2.6456685,36.25,3.5,,2024-06-04,68.10175849678386
2024-06-04,2.6456685,36.25,3.75,,2024-06-04,83.035373349154
2024-06-04,2.6456685,36.5,2.5,,2024-06-04,57.18584711457668
2024-06-04,2.6456685,36.5,2.75,,2024-06-04,39.218630748632165
2024-06-04,2.6456685,36.5,3.0,,2024-06-04,28.309899066231292
2024-06-04,2.6456685,36.5,3.25,,2024-06-04,32.56184297337359
2024-06-04,2.6456685,36.5,3.5,,2024-06-04,48.109971773295804
2024-06-04,2.6456685,36.5,3.75,,2024-06-04,67.55982081549554
2024-06-04,2.6456685,36.75,2.5,236.03278,2024-06-04,49.893335851721524
2024-06-04,2.6456685,36.75,2.75,,2024-06-04,27.619548433415456
2024-06-04,2.6456685,36.75,3.0,,2024-06-04,5.345713953294998
2024-06-04,2.6456685,36.75,3.25,,2024-06-04,16.92811061876691
2024-06-04,2.6456685,36.75,3.5,,2024-06-04,39.201925363355656
2024-06-04,2.6456685,36.75,3.75,,2024-06-04,61.475673310100895
2024-06-04,2.6456685,37.0,2.5,232.03963,2024-06-04,57.043668759204486
2024-06-04,2.6456685,37.0,2.75,232.12836,2024-06-04,39.154960218269906
2024-06-04,2.6456685,37.0,3.0,232.34561,2024-06-04,28.306273869736685
2024-06-04,2.6456685,37.0,3.25,233.06033,2024-06-04,32.53286358811945
2024-06-04,2.6456685,37.0,3.5,235.2085,2024-06-04,48.00558097221438
2024-06-04,2.6456685,37.0,3.75,238.91258,2024-06-04,67.3771665595173
2024-06-04,2.6456685,37.25,2.5,230.60376,2024-06-04,74.59321055978846
2024-06-04,2.6456685,37.25,2.75,230.7283,2024-06-04,62.03979573410962
2024-06-04,2.6456685,37.25,3.0,230.90025,2024-06-04,55.85227782011057
2024-06-04,2.6456685,37.25,3.25,230.99532,2024-06-04,58.10140704804029
2024-06-04,2.6456685,37.25,3.5,231.03618,2024-06-04,67.95457758570011
2024-06-04,2.6456685,37.25,3.75,232.33145,2024-06-04,82.73827358954384
2024-06-04,3.8194947,36.25,2.5,,2024-06-04,74.81033821417587
2024-06-04,3.8194947,36.25,2.75,,2024-06-04,62.11983730345671
2024-06-04,3.8194947,36.25,3.0,,2024-06-04,55.85557448584465
2024-06-04,3.8194947,36.25,3.25,,2024-06-04,58.13350219663351
2024-06-04,3.8194947,36.25,3.5,,2024-06-04,68.10175849678386
2024-06-04,3.8194947,36.25,3.75,,2024-06-04,83.035373349154
2024-06-04,3.8194947,36.5,2.5,,2024-06-04,57.18584711457668
2024-06-04,3.8194947,36.5,2.75,,2024-06-04,39.218630748632165
2024-06-04,3.8194947,36.5,3.0,,2024-06-04,28.309899066231292
2024-06-04,3.8194947,36.5,3.25,,2024-06-04,32.56184297337359
2024-06-04,3.8194947,36.5,3.5,,2024-06-04,48.109971773295804
2024-06-04,3.8194947,36.5,3.75,,2024-06-04,67.55982081549554
2024-06-04,3.8194947,36.75,2.5,236.05128,2024-06-04,49.893335851721524
2024-06-04,3.8194947,36.75,2.75,,2024-06-04,27.619548433415456
2024-06-04,3.8194947,36.75,3.0,,2024-06-04,5.345713953294998
2024-06-04,3.8194947,36.75,3.25,,2024-06-04,16.92811061876691
2024-06-04,3.8194947,36.75,3.5,,2024-06-04,39.201925363355656
2024-06-04,3.8194947,36.75,3.75,,2024-06-04,61.475673310100895
2024-06-04,3.8194947,37.0,2.5,232.05252,2024-06-04,57.043668759204486
2024-06-04,3.8194947,37.0,2.75,232.14108,2024-06-04,39.154960218269906
2024-06-04,3.8194947,37.0,3.0,232.3582,2024-06-04,28.306273869736685
2024-06-04,3.8194947,37.0,3.25,233.07251,2024-06-04,32.53286358811945
2024-06-04,3.8194947,37.0,3.5,235.22034,2024-06-04,48.00558097221438
2024-06-04,3.8194947,37.0,3.75,238.92525,2024-06-04,67.3771665595173
2024-06-04,3.8194947,37.25,2.5,230.61502,2024-06-04,74.59321055978846
2024-06-04,3.8194947,37.25,2.75,230.73952,2024-06-04,62.03979573410962
2024-06-04,3.8194947,37.25,3.0,230.9118,2024-06-04,55.85227782011057
2024-06-04,3.8194947,37.25,3.25,231.0066,2024-06-04,58.10140704804029
2024-06-04,3.8194947,37.25,3.5,231.04713,2024-06-04,67.95457758570011
2024-06-04,3.8194947,37.25,3.75,232.34256,2024-06-04,82.73827358954384
2024-06-05,0.49402538,36.25,2.5,,2024-06-05,74.81033821417587
2024-06-05,0.49402538,36.25,2.75,,2024-06-05,62.11983730345671
2024-06-05,0.49402538,36.25,3.0,,2024-06-05,55.85557448584465
2024-06-05,0.49402538,36.25,3.25,,2024-06-05,58.13350219663351
2024-06-05,0.49402538,36.25,3.5,,2024-06-05,68.10175849678386
2024-06-05,0.49402538,36.25,3.75,,2024-06-05,83.035373349154
2024-06-05,0.49402538,36.5,2.5,,2024-06-05,57.18584711457668
2024-06-05,0.49402538,36.5,2.75,,2024-06-05,39.218630748632165
2024-06-05,0.49402538,36.5,3.0,,2024-06-05,28.309899066231292
2024-06-05,0.49402538,36.5,3.25,,2024-06-05,32.56184297337359
2024-06-05,0.49402538,36.5,3.5,,2024-06-05,48.109971773295804
2024-06-05,0.49402538,36.5,3.75,,2024-06-05,67.55982081549554
2024-06-05,0.49402538,36.75,2.5,235.5861,2024-06-05,49.893335851721524
2024-06-05,0.49402538,36.75,2.75,,2024-06-05,27.619548433415456
2024-06-05,0.49402538,36.75,3.0,,2024-06-05,5.345713953294998
2024-06-05,0.49402538,36.75,3.25,,2024-06-05,16.92811061876691
2024-06-05,0.49402538,36.75,3.5,,2024-06-05,39.201925363355656
2024-06-05,0.49402538,36.75,3.75,,2024-06-05,61.475673310100895
2024-06-05,0.49402538,37.0,2.5,231.75482,2024-06-05,57.043668759204486
2024-06-05,0.49402538,37.0,2.75,231.70267,2024-06-05,39.154960218269906
2024-06-05,0.49402538,37.0,3.0,231.84885,2024-06-05,28.306273869736685
2024-06-05,0.49402538,37.0,3.25,232.79926,2024-06-05,32.53286358811945
2024-06-05,0.49402538,37.0,3.5,235.29616,2024-06-05,48.00558097221438
2024-06-05,0.49402538,37.0,3.75,238.73273,2024-06-05,67.3771665595173
2024-06-05,0.49402538,37.25,2.5,230.09761,2024-06-05,74.59321055978846
2024-06-05,0.49402538,37.25,2.75,230.28847,2024-06-05,62.03979573410962
2024-06-05,0.49402538,37.25,3.0,230.42297,2024-06-05,55.85227782011057
2024-06-05,0.49402538,37.25,3.25,230.38326,2024-06-05,58.10140704804029
2024-06-05,0.49402538,37.25,3.5,230.44656,2024-06-05,67.95457758570011
2024-06-05,0.49402538,37.25,3.75,231.8709,2024-06-05,82.73827358954384
2024-06-05,1.5413754,36.25,2.5,,2024-06-05,74.81033821417587
2024-06-05,1.5413754,36.25,2.75,,2024-06-05,62.11983730345671
2024-06-05,1.5413754,36.25,3.0,,2024-06-05,55.85557448584465
2024-06-05,1.5413754,36.25,3.25,,2024-06-05,58.13350219663351
2024-06-05,1.5413754,36.25,3.5,,2024-06-05,68.10175849678386
2024-06-05,1.5413754,36.25,3.75,,2024-06-05,83.035373349154
2024-06-05,1.5413754,36.5,2.5,,2024-06-05,57.18584711457668
2024-06-05,1.5413754,36.5,2.75,,2024-06-05,39.218630748632165
2024-06-05,1.5413754,36.5,3.0,,2024-06-05,28.309899066231292
2024-06-05,1.5413754,36.5,3.25,,2024-06-05,32.56184297337359
2024-06-05,1.5413754,36.5,3.5,,2024-06-05,48.109971773295804
2024-06-05,1.5413754,36.5,3.75,,2024-06-05,67.55982081549554
2024-06-05,1.5413754,36.75,2.5,235.6102,2024-06-05,49.893335851721524
