time,latitude,longitude,TUR,SPM,day,distance_km
2024-02-01,36.74768518518518,3.057539682539712,,,2024-02-01,0.3380885596660119
2024-02-01,36.74768518518518,3.0588624338624637,,,2024-02-01,0.276631592011625
2024-02-01,36.74768518518518,3.0601851851852153,,,2024-02-01,0.2579239373431453
2024-02-01,36.74768518518518,3.061507936507965,,,2024-02-01,0.2903498466436768
2024-02-01,36.74768518518518,3.0628306878307168,,,2024-02-01,0.3603607437968025
2024-02-01,36.74861111111111,3.057539682539712,,,2024-02-01,0.26814488002100434
2024-02-01,36.74861111111111,3.0588624338624637,,,2024-02-01,0.18472492001821167
2024-02-01,36.74861111111111,3.0601851851852153,,,2024-02-01,0.15531624674691102
2024-02-01,36.74861111111111,3.061507936507965,,,2024-02-01,0.20469782110899754
2024-02-01,36.74861111111111,3.0628306878307168,,,2024-02-01,0.29573210928483373
2024-02-01,36.74953703703704,3.057539682539712,,,2024-02-01,0.22516724453269812
2024-02-01,36.74953703703704,3.0588624338624637,,,2024-02-01,0.11367657315247216
2024-02-01,36.74953703703704,3.0601851851852153,,,2024-02-01,0.05405852740642433
2024-02-01,36.74953703703704,3.061507936507965,,,2024-02-01,0.14387554106688039
2024-02-01,36.74953703703704,3.0628306878307168,,,2024-02-01,0.2574022223605488
2024-02-01,36.75046296296296,3.057539682539712,,,2024-02-01,0.22516595693912034
2024-02-01,36.75046296296296,3.0588624338624637,,,2024-02-01,0.11367602791756166
2024-02-01,36.75046296296296,3.0601851851852153,,,2024-02-01,0.05405849702281984
2024-02-01,36.75046296296296,3.061507936507965,,,2024-02-01,0.14387478409339177
2024-02-01,36.75046296296296,3.0628306878307168,,,2024-02-01,0.25740073137508096
2024-02-01,36.75138888888889,3.057539682539712,,,2024-02-01,0.2681416363474062
2024-02-01,36.75138888888889,3.0588624338624637,,,2024-02-01,0.18472391343301875
2024-02-01,36.75138888888889,3.0601851851852153,,,2024-02-01,0.1553162150214607
2024-02-01,36.75138888888889,3.061507936507965,,,2024-02-01,0.20469622494972564
2024-02-01,36.75138888888889,3.0628306878307168,,,2024-02-01,0.29572821605468813
2024-02-01,36.75231481481482,3.057539682539712,,,2024-02-01,0.33808427195944535
2024-02-01,36.75231481481482,3.0588624338624637,,,2024-02-01,0.27663047174165517
2024-02-01,36.75231481481482,3.0601851851852153,,,2024-02-01,0.2579239055025071
2024-02-01,36.75231481481482,3.061507936507965,,,2024-02-01,0.2903479711469829
2024-02-01,36.75231481481482,3.0628306878307168,,,2024-02-01,0.3603554187897976
2024-02-02,36.74768518518518,3.057539682539712,,,2024-02-02,0.3380885596660119
2024-02-02,36.74768518518518,3.0588624338624637,,,2024-02-02,0.276631592011625
2024-02-02,36.74768518518518,3.0601851851852153,,,2024-02-02,0.2579239373431453
2024-02-02,36.74768518518518,3.061507936507965,,,2024-02-02,0.2903498466436768
2024-02-02,36.74768518518518,3.0628306878307168,,,2024-02-02,0.3603607437968025
2024-02-02,36.74861111111111,3.057539682539712,,,2024-02-02,0.26814488002100434
2024-02-02,36.74861111111111,3.0588624338624637,,,2024-02-02,0.18472492001821167
2024-02-02,36.74861111111111,3.0601851851852153,,,2024-02-02,0.15531624674691102
2024-02-02,36.74861111111111,3.061507936507965,,,2024-02-02,0.20469782110899754
2024-02-02,36.74861111111111,3.0628306878307168,,,2024-02-02,0.29573210928483373
2024-02-02,36.74953703703704,3.057539682539712,,,2024-02-02,0.22516724453269812
2024-02-02,36.74953703703704,3.0588624338624637,,,2024-02-02,0.11367657315247216
2024-02-02,36.74953703703704,3.0601851851852153,,,2024-02-02,0.05405852740642433
2024-02-02,36.74953703703704,3.061507936507965,,,2024-02-02,0.14387554106688039
2024-02-02,36.74953703703704,3.0628306878307168,,,2024-02-02,0.2574022223605488
2024-02-02,36.75046296296296,3.057539682539712,,,2024-02-02,0.22516595693912034
2024-02-02,36.75046296296296,3.0588624338624637,,,2024-02-02,0.11367602791756166
2024-02-02,36.75046296296296,3.0601851851852153,,,2024-02-02,0.05405849702281984
2024-02-02,36.75046296296296,3.061507936507965,,,2024-02-02,0.14387478409339177
2024-02-02,36.75046296296296,3.0628306878307168,,,2024-02-02,0.25740073137508096
2024-02-02,36.75138888888889,3.057539682539712,,,2024-02-02,0.2681416363474062
2024-02-02,36.75138888888889,3.0588624338624637,,,2024-02-02,0.18472391343301875
2024-02-02,36.75138888888889,3.0601851851852153,,,2024-02-02,0.1553162150214607
2024-02-02,36.75138888888889,3.061507936507965,,,2024-02-02,0.20469622494972564
2024-02-02,36.75138888888889,3.0628306878307168,,,2024-02-02,0.29572821605468813
2024-02-02,36.75231481481482,3.057539682539712,,,2024-02-02,0.33808427195944535
2024-02-02,36.75231481481482,3.0588624338624637,,,2024-02-02,0.27663047174165517
2024-02-02,36.75231481481482,3.0601851851852153,,,2024-02-02,0.2579239055025071
2024-02-02,36.75231481481482,3.061507936507965,,,2024-02-02,0.2903479711469829
2024-02-02,36.75231481481482,3.0628306878307168,,,2024-02-02,0.3603554187897976
2024-02-03,36.74768518518518,3.057539682539712,,,2024-02-03,0.3380885596660119
2024-02-03,36.74768518518518,3.0588624338624637,,,2024-02-03,0.276631592011625
2024-02-03,36.74768518518518,3.0601851851852153,,,2024-02-03,0.2579239373431453
2024-02-03,36.74768518518518,3.061507936507965,,,2024-02-03,0.2903498466436768
2024-02-03,36.74768518518518,3.0628306878307168,,,2024-02-03,0.3603607437968025
2024-02-03,36.74861111111111,3.057539682539712,,,2024-02-03,0.26814488002100434
2024-02-03,36.74861111111111,3.0588624338624637,,,2024-02-03,0.18472492001821167
2024-02-03,36.74861111111111,3.0601851851852153,,,2024-02-03,0.15531624674691102
2024-02-03,36.74861111111111,3.061507936507965,,,2024-02-03,0.20469782110899754
2024-02-03,36.74861111111111,3.0628306878307168,,,2024-02-03,0.29573210928483373
2024-02-03,36.74953703703704,3.057539682539712,,,2024-02-03,0.22516724453269812
2024-02-03,36.74953703703704,3.0588624338624637,,,2024-02-03,0.11367657315247216
2024-02-03,36.74953703703704,3.0601851851852153,,,2024-02-03,0.05405852740642433
2024-02-03,36.74953703703704,3.061507936507965,,,2024-02-03,0.14387554106688039
2024-02-03,36.74953703703704,3.0628306878307168,,,2024-02-03,0.2574022223605488
2024-02-03,36.75046296296296,3.057539682539712,,,2024-02-03,0.22516595693912034
2024-02-03,36.75046296296296,3.0588624338624637,,,2024-02-03,0.11367602791756166
2024-02-03,36.75046296296296,3.0601851851852153,,,2024-02-03,0.05405849702281984
2024-02-03,36.75046296296296,3.061507936507965,,,2024-02-03,0.14387478409339177
2024-02-03,36.75046296296296,3.0628306878307168,,,2024-02-03,0.25740073137508096
2024-02-03,36.75138888888889,3.057539682539712,,,2024-02-03,0.2681416363474062
2024-02-03,36.75138888888889,3.0588624338624637,,,2024-02-03,0.18472391343301875
2024-02-03,36.75138888888889,3.0601851851852153,,,2024-02-03,0.1553162150214607
2024-02-03,36.75138888888889,3.061507936507965,,,2024-02-03,0.20469622494972564
2024-02-03,36.75138888888889,3.0628306878307168,,,2024-02-03,0.29572821605468813
2024-02-03,36.75231481481482,3.057539682539712,,,2024-02-03,0.33808427195944535
2024-02-03,36.75231481481482,3.0588624338624637,,,2024-02-03,0.27663047174165517
2024-02-03,36.75231481481482,3.0601851851852153,,,2024-02-03,0.2579239055025071
2024-02-03,36.75231481481482,3.061507936507965,,,2024-02-03,0.2903479711469829
2024-02-03,36.75231481481482,3.0628306878307168,,,2024-02-03,0.3603554187897976
2024-02-04,36.74768518518518,3.057539682539712,,,2024-02-04,0.3380885596660119
2024-02-04,36.74768518518518,3.0588624338624637,,,2024-02-04,0.276631592011625
2024-02-04,36.74768518518518,3.0601851851852153,,,2024-02-04,0.2579239373431453
2024-02-04,36.74768518518518,3.061507936507965,,,2024-02-04,0.2903498466436768
2024-02-04,36.74768518518518,3.0628306878307168,,,2024-02-04,0.3603607437968025
2024-02-04,36.74861111111111,3.057539682539712,,,2024-02-04,0.26814488002100434
2024-02-04,36.74861111111111,3.0588624338624637,,,2024-02-04,0.18472492001821167
2024-02-04,36.74861111111111,3.0601851851852153,,,2024-02-04,0.15531624674691102
2024-02-04,36.74861111111111,3.061507936507965,,,2024-02-04,0.20469782110899754
2024-02-04,36.74861111111111,3.0628306878307168,,,2024-02-04,0.29573210928483373
2024-02-04,36.74953703703704,3.057539682539712,,,2024-02-04,0.22516724453269812
2024-02-04,36.74953703703704,3.0588624338624637,,,2024-02-04,0.11367657315247216
2024-02-04,36.74953703703704,3.0601851851852153,,,2024-02-04,0.05405852740642433
2024-02-04,36.74953703703704,3.061507936507965,,,2024-02-04,0.14387554106688039
2024-02-04,36.74953703703704,3.0628306878307168,,,2024-02-04,0.2574022223605488
2024-02-04,36.75046296296296,3.057539682539712,,,2024-02-04,0.22516595693912034
2024-02-04,36.75046296296296,3.0588624338624637,,,2024-02-04,0.11367602791756166
2024-02-04,36.75046296296296,3.0601851851852153,,,2024-02-04,0.05405849702281984
2024-02-04,36.75046296296296,3.061507936507965,,,2024-02-04,0.14387478409339177
