date,o2_median,o2_n_points,o2_dist_min_km,o2_dist_median_km,o2_dist_max_km
2025-01-01,240.33769989013672,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-02,240.60076141357422,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-03,240.53812408447266,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-04,240.57709503173828,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-05,240.74020385742188,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-06,240.57030487060547,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-07,240.35059356689453,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-08,240.41294860839844,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-09,240.74769592285156,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-10,241.150390625,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-11,241.5224838256836,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-12,241.9030990600586,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-13,241.96925354003906,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-14,242.18047332763672,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-15,242.2647705078125,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-16,242.2006607055664,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-17,242.22315216064453,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-18,241.86004638671875,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-19,241.5348129272461,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-20,242.01250457763672,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-21,242.87925720214844,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-22,243.80257415771484,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-23,244.8935089111328,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-24,246.29595184326172,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-25,247.2973861694336,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-26,247.70915985107422,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-27,247.12618255615234,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-28,245.50206756591797,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-29,245.01780700683594,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-30,244.98121643066406,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-01-31,245.36075592041016,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-01,245.82598876953125,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-02,245.92095947265625,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-03,245.98037719726562,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-04,246.5245361328125,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-05,247.2667694091797,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-06,247.8182373046875,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-07,248.1564712524414,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-08,248.09514617919922,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-09,248.57183074951172,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-10,249.27120971679688,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-11,250.05406188964844,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-12,250.7847900390625,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-13,250.86283111572266,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-14,250.91580200195312,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-15,251.66962432861328,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-16,252.3692398071289,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-17,252.90583038330078,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-18,253.18144989013672,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-19,253.41150665283203,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-20,253.62084197998047,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-21,253.7016143798828,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-22,253.49496459960938,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-23,253.28752899169922,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-24,253.29591369628906,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-25,253.06814575195312,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-26,252.73997497558594,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-27,253.00531768798828,44,28.306411434744845,55.852195301984636,67.95450828154688
2025-02-28,252.82526397705078,44,28.306411434744845,55.852195301984636,67.95450828154688
