date,o2_median,o2_n_points,o2_dist_min_km,o2_dist_median_km,o2_dist_max_km
2024-12-06,236.4359130859375,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-07,236.54266357421875,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-08,236.25463104248047,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-09,236.1784210205078,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-10,236.4573745727539,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-11,236.9637451171875,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-12,237.40372467041016,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-13,237.85067749023438,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-14,237.99459838867188,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-15,238.07940673828125,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-16,238.10247802734375,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-17,238.2997817993164,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-18,238.52452850341797,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-19,238.55322265625,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-20,238.63077545166016,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-21,238.64949798583984,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-22,238.74867248535156,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-23,238.6432113647461,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-24,238.45620727539062,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-25,238.55078887939453,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-26,238.86132049560547,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-27,239.1219024658203,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-28,239.40582275390625,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-29,239.7250747680664,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-30,239.9689712524414,44,28.306411434744845,55.852195301984636,67.95450828154688
2024-12-31,240.08487701416016,44,28.306411434744845,55.852195301984636,67.95450828154688
