date,requested_latitude,requested_longitude,era5_latitude,era5_longitude,t2m_mean_c,t2m_min_c,t2m_max_c,dewpoint_mean_c,precipitation_mm,wind_speed_mean_ms,wind_speed_max_ms,surface_pressure_mean_hpa,solar_radiation_mj_m2
2024-04-22,36.68110348873534,3.4773461625838635,36.75,3.5,15.105245,11.79776,18.499908,9.004262,0.18692017,3.889428,5.583397,996.9167,26.708736
2024-04-23,36.68110348873534,3.4773461625838635,36.75,3.5,14.74057,11.656891,17.718903,8.892863,0.8444786,2.7620442,3.8080995,997.81006,21.88544
2024-04-24,36.68110348873534,3.4773461625838635,36.75,3.5,13.950276,9.981354,17.743805,6.917979,0.9179115,1.9178196,3.3758998,999.86115,25.770496
2024-04-25,36.68110348873534,3.4773461625838635,36.75,3.5,15.637797,9.612946,21.650543,8.102345,0.0,2.16408,5.060175,993.3689,26.53357
2024-04-26,36.68110348873534,3.4773461625838635,36.75,3.5,17.784689,12.954742,22.212555,10.189484,0.0,2.2754352,4.2979937,991.30975,27.032896
2024-04-27,36.68110348873534,3.4773461625838635,36.75,3.5,18.320312,13.505768,25.08902,11.180919,0.0,2.7963264,5.52766,990.01825,26.310593
2024-04-28,36.68110348873534,3.4773461625838635,36.75,3.5,17.0654,13.212311,20.909576,12.731812,0.021457672,2.7734401,5.9506865,994.26385,24.585472
2024-04-29,36.68110348873534,3.4773461625838635,36.75,3.5,16.014994,14.542145,18.57193,13.7977705,2.878666,3.5753224,6.0700545,996.50714,14.16704
2024-04-30,36.68110348873534,3.4773461625838635,36.75,3.5,14.291301,13.022614,15.139069,12.593475,16.64257,4.340871,5.175812,997.37335,5.205376
2024-05-01,36.68110348873534,3.4773461625838635,36.75,3.5,17.21586,12.436188,21.247955,10.9574175,1.5573502,5.3192086,6.8718033,995.8538,24.446209
2024-05-02,36.68110348873534,3.4773461625838635,36.75,3.5,16.452932,12.762604,19.67984,8.649312,0.32663345,4.126812,6.473018,1000.7527,23.68544
2024-05-03,36.68110348873534,3.4773461625838635,36.75,3.5,16.32194,11.1214905,20.706451,8.566406,0.0,1.468907,3.5739338,1002.98615,28.33741
2024-05-04,36.68110348873534,3.4773461625838635,36.75,3.5,17.80835,11.351959,23.454987,10.307861,0.0,1.7198839,2.8658798,1001.3046,28.269634
2024-05-05,36.68110348873534,3.4773461625838635,36.75,3.5,19.56301,13.33316,24.979889,10.660573,0.0,2.0093417,3.4299445,998.17267,28.224064
2024-05-06,36.68110348873534,3.4773461625838635,36.75,3.5,20.222483,14.942047,24.847565,12.683696,0.0,1.832161,3.681304,995.95703,19.072384
2024-05-07,36.68110348873534,3.4773461625838635,36.75,3.5,19.45701,16.777008,22.604889,15.018158,0.7343292,2.513567,4.8644185,999.6687,24.195967
2024-05-08,36.68110348873534,3.4773461625838635,36.75,3.5,17.501638,14.538483,20.398834,12.30368,0.9021759,2.2946503,3.9387996,1003.14667,25.652544
2024-05-09,36.68110348873534,3.4773461625838635,36.75,3.5,17.499685,13.671051,21.245514,11.897197,0.5197525,2.2980156,3.6357224,1002.90753,24.356094
2024-05-10,36.68110348873534,3.4773461625838635,36.75,3.5,18.403433,12.563385,23.798004,11.585541,0.0,3.464096,6.084843,1000.44824,28.720512
2024-05-11,36.68110348873534,3.4773461625838635,36.75,3.5,20.002808,13.8871155,26.180328,12.934316,0.0,3.2189782,5.6474433,998.92755,28.358208
2024-05-12,36.68110348873534,3.4773461625838635,36.75,3.5,22.652842,16.284088,29.523102,14.079071,0.11634827,2.5096924,5.356597,997.06757,25.732544
2024-05-13,36.68110348873534,3.4773461625838635,36.75,3.5,20.9145,17.31778,24.977936,16.395731,0.44584274,2.4000306,3.856701,995.38666,24.523071
2024-05-14,36.68110348873534,3.4773461625838635,36.75,3.5,21.516968,16.68277,26.929596,14.355763,0.0,2.2958472,4.5511565,990.6797,27.889729
2024-05-15,36.68110348873534,3.4773461625838635,36.75,3.5,20.174622,15.72818,24.582672,12.920868,0.0,2.894888,5.821968,991.07465,28.262657
2024-05-16,36.68110348873534,3.4773461625838635,36.75,3.5,19.195353,14.223053,23.475494,11.413686,0.0,2.6618214,4.648271,993.59326,28.472193
2024-05-17,36.68110348873534,3.4773461625838635,36.75,3.5,19.856516,14.74942,24.409332,11.592326,0.0,2.2828143,4.249643,993.9942,28.47072
2024-05-18,36.68110348873534,3.4773461625838635,36.75,3.5,19.839722,15.5589905,23.23526,12.250183,0.1001358,2.0143566,4.0090065,994.09424,25.833408
2024-05-19,36.68110348873534,3.4773461625838635,36.75,3.5,19.988993,16.578033,23.926422,14.3003435,0.11110306,2.0418198,4.0338554,993.4199,27.189568
2024-05-20,36.68110348873534,3.4773461625838635,36.75,3.5,18.67985,16.022614,23.203522,14.016826,1.9721985,3.2560139,5.608705,995.09344,19.742783
2024-05-21,36.68110348873534,3.4773461625838635,36.75,3.5,19.95105,14.747711,25.125885,11.09257,0.0,2.523555,4.5309496,999.1092,29.125055
