date,VHM0_median,VHM0_n_points,VHM0_dist_min_km,VHM0_dist_median_km,VHM0_dist_max_km
2025-01-12,2.1799999999999997,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-13,2.825,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-14,2.34,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-15,1.59,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-16,0.87,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-17,0.9400000000000001,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-18,3.255,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-19,1.995,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-20,1.07,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-21,0.67,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-22,0.535,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-23,0.35000000000000003,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-24,0.265,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-25,0.34,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-26,0.735,128,7.711546198681338,41.21199946489436,55.49704268963926
